District,Commodity,Population_million,Production_Tonnes,Avg_Price
Thirupur,Cucumber,83.9,760871.88,2776.72
Thirupur,Cucumber,83.9,781768.24,2801.38
Thirupur,Cucumber,83.9,500145.12,2729.36
Thirupur,Cucumber,83.9,316649.04,2908.0
Thirupur,Cucumber,84.8,151596.96,2844.0
Thirupur,Cucumber,84.8,481908.24,2272.07
Thirupur,Cucumber,84.8,725528.4,2630.45
Thirupur,Cucumber,84.8,642294.8,2802.2
Thirupur,Cucumber,84.8,516423.52,2848.24
Thirupur,Cucumber,84.8,495990.72,2845.84
Thirupur,Cucumber,84.8,622261.28,2605.27
Thirupur,Cucumber,84.8,431953.92,2587.5
Thirupur,Cucumber,84.8,541798.88,2112.86
Thirupur,Cucumber,84.8,211430.52,2250.0
Thirupur,Cucumber,84.8,1000295.08,2040.0
Thirupur,Cucumber,84.8,734766.56,2109.37
Thirupur,Custard Apple,83.9,162390.92,2400.0
Thirupur,Custard Apple,83.9,163001.66,2400.0
Thirupur,Custard Apple,83.9,166143.5,1800.0
Thirupur,Custard Apple,83.9,1461719.52,2400.0
Thirupur,Custard Apple,83.9,3390261.6,2534.29
Thirupur,Custard Apple,83.9,1126648.96,2382.86
Thirupur,Custard Apple,84.8,318292.24,2400.0
Thirupur,Custard Apple,84.8,309906.2,2250.0
Thirupur,Custard Apple,84.8,311129.24,2400.0
Thirupur,Custard Apple,84.8,933306.6,2400.0
Thirupur,Custard Apple,84.8,636744.12,2400.0
Thirupur,Custard Apple,84.8,488132.68,2300.0
Thirupur,Drumstick,83.9,2369390.0,4828.5
Thirupur,Drumstick,83.9,4505063.0,2372.13
Thirupur,Drumstick,83.9,4497222.0,2174.0
Thirupur,Drumstick,83.9,4714400.72,3653.46
Thirupur,Drumstick,83.9,3908208.48,3260.0
Thirupur,Drumstick,83.9,1208553.72,7368.29
Thirupur,Drumstick,84.8,956395.68,7781.25
Thirupur,Drumstick,84.8,1879374.8,5219.11
Thirupur,Drumstick,84.8,3809732.6,3265.84
Thirupur,Drumstick,84.8,3884658.52,1396.91
Thirupur,Drumstick,84.8,3646855.16,3762.57
Thirupur,Drumstick,84.8,3345020.0,4037.14
Thirupur,Drumstick,84.8,3415104.4,2739.11
Thirupur,Drumstick,84.8,3255912.8,1418.8
Thirupur,Drumstick,84.8,4049322.8,3182.4
Thirupur,Drumstick,84.8,3938206.0,3845.33
Thirupur,Drumstick,84.8,4802826.96,4799.04
Thirupur,Drumstick,84.8,2739016.6,9901.38
Thirupur,Elephant Foot Yam,83.9,923527.68,4428.75
Thirupur,Elephant Foot Yam,83.9,1714534.0,4165.16
Thirupur,Elephant Foot Yam,83.9,1761468.0,4264.0
Thirupur,Elephant Foot Yam,83.9,1777097.2,4069.36
Thirupur,Elephant Foot Yam,83.9,1996125.4,3512.96
Thirupur,Elephant Foot Yam,83.9,2921638.2,3046.47
Thirupur,Elephant Foot Yam,84.8,2921862.84,2970.88
Thirupur,Elephant Foot Yam,84.8,2536014.4,3032.61
Thirupur,Elephant Foot Yam,84.8,2590799.72,2649.47
Thirupur,Elephant Foot Yam,84.8,1630529.08,2891.64
Thirupur,Elephant Foot Yam,84.8,1739379.56,3143.02
Thirupur,Elephant Foot Yam,84.8,1490783.52,3325.45
Thirupur,Elephant Foot Yam,84.8,1305147.04,3225.56
Thirupur,Elephant Foot Yam,84.8,1234790.72,3178.85
Thirupur,Elephant Foot Yam,84.8,1693936.32,2995.39
Thirupur,Elephant Foot Yam,84.8,1808920.84,2769.23
Thirupur,Elephant Foot Yam,84.8,2812508.04,2421.61
Thirupur,Elephant Foot Yam,84.8,2857504.24,2290.76
Thirupur,Fig,83.9,126281.2,3000.0
Thirupur,Garlic,83.9,322436.48,20400.0
Thirupur,Garlic,83.9,603941.32,20400.0
Thirupur,Garlic,83.9,552708.36,19841.38
Thirupur,Garlic,83.9,780532.12,20030.77
Thirupur,Garlic,84.8,1176582.44,15373.77
Thirupur,Garlic,84.8,998849.04,10146.43
Thirupur,Garlic,84.8,929318.68,6264.41
Thirupur,Garlic,84.8,820991.84,5560.0
Thirupur,Garlic,84.8,839126.88,5520.0
Thirupur,Garlic,84.8,771638.56,7521.43
Thirupur,Garlic,84.8,599083.04,7263.16
Thirupur,Garlic,84.8,18741.08,10800.0
Thirupur,Ginger,83.9,158480.7,9303.75
Thirupur,Ginger,83.9,303510.03,9022.58
Thirupur,Ginger,83.9,339058.95,7342.86
Thirupur,Ginger,83.9,398394.4,5872.13
Thirupur,Ginger,83.9,372791.9,5329.75
Thirupur,Ginger,83.9,373292.76,3930.0
Thirupur,Ginger,84.8,401460.28,3382.44
Thirupur,Ginger,84.8,346238.6,3116.75
Thirupur,Ginger,84.8,350043.89,3004.03
Thirupur,Ginger,84.8,352046.64,2957.5
Thirupur,Ginger,84.8,338377.97,2986.78
Thirupur,Ginger,84.8,304136.32,3337.5
Thirupur,Ginger,84.8,313635.48,3381.11
Thirupur,Ginger,84.8,295383.36,4602.22
Thirupur,Ginger,84.8,350880.32,4690.0
Thirupur,Ginger,84.8,337727.48,4709.44
Thirupur,Ginger,84.8,450256.04,4428.31
Thirupur,Ginger,84.8,401039.6,4252.01
Thirupur,Grapes,84.8,107259.34,2400.0
Thirupur,Grapes,84.8,107259.34,3000.0
Thirupur,Grapes,84.8,113725.28,2400.0
Thirupur,Ground Nut,83.9,23689.12,4200.0
Thirupur,Ground Nut,83.9,10527.79,4200.0
Thirupur,Ground Nut,83.9,55759.51,3600.0
Thirupur,Ground Nut,83.9,50695.0,3562.5
Thirupur,Ground Nut,83.9,33844.46,3571.43
Thirupur,Ground Nut,83.9,60034.28,3293.02
Thirupur,Ground Nut,84.8,35568.29,3234.78
Thirupur,Ground Nut,84.8,22832.6,3540.0
Thirupur,Ground Nut,84.8,19711.91,3582.35
Thirupur,Ground Nut,84.8,2236.5,3300.0
Thirupur,Ground Nut,84.8,4141.99,3150.0
Thirupur,Ground Nut,84.8,6451.35,3480.0
Thirupur,Ground Nut,84.8,61134.14,3547.82
Thirupur,Ground Nut,84.8,77847.66,3404.08
Thirupur,Ground Nut,84.8,74278.3,3453.66
Thirupur,Ground Nut,84.8,79966.9,3427.5
Thirupur,Ground Nut,84.8,85670.94,3125.0
Thirupur,Guava,83.9,2049920.52,2964.71
Thirupur,Guava,83.9,5709160.7,2885.11
Thirupur,Guava,83.9,3836383.88,3000.0
Thirupur,Guava,83.9,9018951.36,3138.34
Thirupur,Guava,83.9,10537315.5,3175.0
Thirupur,Guava,83.9,8102559.14,3110.77
Thirupur,Guava,84.8,5182800.68,3014.29
Thirupur,Guava,84.8,3049963.56,2988.0
Thirupur,Guava,84.8,3503445.84,2910.0
Thirupur,Guava,84.8,5954281.32,2591.54
Thirupur,Guava,84.8,782208.56,2657.14
Thirupur,Guava,84.8,2079288.0,2510.53
Thirupur,Guava,84.8,2073443.98,2788.42
Thirupur,Guava,84.8,8713530.48,2603.71
Thirupur,Guava,84.8,9494530.86,2518.6
Thirupur,Guava,84.8,4100685.22,2641.67
Thirupur,Guava,84.8,2680157.8,2689.57
Thirupur,Guava,84.8,1862970.92,2250.0
Thirupur,Indian Gooseberry,83.9,5683682.2,3147.43
Thirupur,Indian Gooseberry,83.9,13378180.1,3250.97
Thirupur,Indian Gooseberry,83.9,14631008.22,3026.0
Thirupur,Indian Gooseberry,83.9,16603031.92,2971.76
Thirupur,Indian Gooseberry,83.9,15631633.36,3063.09
Thirupur,Indian Gooseberry,83.9,14874073.48,3229.03
Thirupur,Indian Gooseberry,84.8,14154877.0,3494.32
Thirupur,Indian Gooseberry,84.8,11878202.48,3612.16
Thirupur,Indian Gooseberry,84.8,8799029.3,3643.64
Thirupur,Indian Gooseberry,84.8,5366790.96,3573.53
Thirupur,Indian Gooseberry,84.8,4697949.06,3600.0
Thirupur,Indian Gooseberry,84.8,4667797.12,3300.0
Thirupur,Indian Gooseberry,84.8,3921206.26,3000.0
Thirupur,Indian Gooseberry,84.8,5445183.94,3617.14
Thirupur,Indian Gooseberry,84.8,6986283.54,3531.82
Thirupur,Indian Gooseberry,84.8,9578458.3,3203.39
Thirupur,Indian Gooseberry,84.8,10693852.26,3332.77
Thirupur,Indian Gooseberry,84.8,10754932.62,3253.18
Thirupur,Ivy Gourd,83.9,438861.28,2403.16
Thirupur,Ivy Gourd,83.9,719545.52,2400.0
Thirupur,Ivy Gourd,83.9,786281.4,2382.35
Thirupur,Ivy Gourd,83.9,877103.96,2400.0
Thirupur,Ivy Gourd,83.9,699227.28,2370.0
Thirupur,Ivy Gourd,83.9,292845.8,2376.92
Thirupur,Ivy Gourd,84.8,74080.84,2100.0
Thirupur,Ivy Gourd,84.8,411515.84,1898.83
Thirupur,Ivy Gourd,84.8,179257.48,1933.33
Thirupur,Ivy Gourd,84.8,830837.96,1953.34
Thirupur,Ivy Gourd,84.8,570300.0,1981.82
Thirupur,Ivy Gourd,84.8,427901.76,1824.0
Thirupur,Ivy Gourd,84.8,486922.08,1875.0
Thirupur,Ivy Gourd,84.8,186383.52,1800.0
Thirupur,Ivy Gourd,84.8,1183744.0,2510.53
Thirupur,Ivy Gourd,84.8,317990.36,2446.15
Thirupur,Ivy Gourd,84.8,837227.52,2503.0
Thirupur,Ivy Gourd,84.8,725400.4,2296.15
Thirupur,Jack Fruit,84.8,393442.48,2700.0
Thirupur,Jack Fruit,84.8,201102.24,2400.0
Thirupur,Jamun,83.9,1928359.36,7350.0
Thirupur,Jamun,83.9,725265.46,7200.0
Thirupur,Jamun,84.8,1182382.3,9000.0
Thirupur,Jamun,84.8,481714.92,7200.0
Thirupur,Karamani,83.9,105691.08,1911.73
Thirupur,Karamani,83.9,195293.76,1848.72
Thirupur,Karamani,83.9,212596.47,1707.69
Thirupur,Karamani,83.9,239447.88,1690.0
Thirupur,Karamani,83.9,177498.15,1779.41
Thirupur,Karamani,83.9,198575.73,1815.76
Thirupur,Karamani,84.8,209672.04,1964.75
Thirupur,Karamani,84.8,167632.11,1722.7
Thirupur,Karamani,84.8,158439.09,1539.82
Thirupur,Karamani,84.8,156653.04,1705.0
Thirupur,Karamani,84.8,140810.1,1721.38
Thirupur,Karamani,84.8,133950.21,1747.57
Thirupur,Karamani,84.8,171744.42,1796.04
Thirupur,Karamani,84.8,178599.78,1978.32
Thirupur,Karamani,84.8,213384.36,1935.68
Thirupur,Karamani,84.8,214326.96,1850.53
Thirupur,Karamani,84.8,299414.85,1734.28
Thirupur,Karamani,84.8,246616.38,1768.41
Thirupur,Ladies Finger,83.9,915593.6,2210.25
Thirupur,Ladies Finger,83.9,1574445.8,1682.32
Thirupur,Ladies Finger,83.9,1870012.8,1754.4
Thirupur,Ladies Finger,83.9,2065673.8,2654.23
Thirupur,Ladies Finger,83.9,1540747.2,2308.55
Thirupur,Ladies Finger,83.9,1583245.2,2533.6
Thirupur,Ladies Finger,84.8,1617404.8,2226.19
Thirupur,Ladies Finger,84.8,1280017.2,2105.57
Thirupur,Ladies Finger,84.8,1229279.64,2044.43
Thirupur,Ladies Finger,84.8,1060670.0,2298.8
Thirupur,Ladies Finger,84.8,900679.84,2195.68
Thirupur,Ladies Finger,84.8,963844.0,2184.0
Thirupur,Ladies Finger,84.8,1453071.6,2323.11
Thirupur,Ladies Finger,84.8,1465624.0,2663.56
Thirupur,Ladies Finger,84.8,1915519.76,2557.96
Thirupur,Ladies Finger,84.8,2100529.6,2395.11
Thirupur,Ladies Finger,84.8,2618661.2,2880.53
Thirupur,Ladies Finger,84.8,2357836.8,3378.97
Thirupur,Lemon,83.9,8561432.76,5657.75
Thirupur,Lemon,83.9,15789466.94,7001.54
Thirupur,Lemon,83.9,15091835.62,9363.94
Thirupur,Lemon,83.9,16422752.04,8276.33
Thirupur,Lemon,83.9,15545737.6,5583.87
Thirupur,Lemon,83.9,15445059.62,4725.0
Thirupur,Lemon,84.8,18303245.64,3952.7
Thirupur,Lemon,84.8,16858520.46,2994.82
Thirupur,Lemon,84.8,17242441.0,5225.34
Thirupur,Lemon,84.8,15979343.7,6360.0
Thirupur,Lemon,84.8,15095992.76,8240.0
Thirupur,Lemon,84.8,13881471.56,5253.55
Thirupur,Lemon,84.8,12914777.96,3681.35
Thirupur,Lemon,84.8,12045064.82,3910.18
Thirupur,Lemon,84.8,14342702.92,5383.85
Thirupur,Lemon,84.8,12978342.58,6771.05
Thirupur,Lemon,84.8,17125141.2,5013.26
Thirupur,Lemon,84.8,15838497.88,4484.56
Thirupur,Lime,83.9,120583.56,3000.0
Thirupur,Lime,83.9,1093820.34,2300.0
Thirupur,Lime,83.9,990237.4,2400.0
Thirupur,Lime,83.9,752957.28,2400.0
Thirupur,Lime,83.9,1255134.2,2400.0
Thirupur,Lime,83.9,252803.16,2280.0
Thirupur,Lime,84.8,107286.12,2400.0
Thirupur,Lime,84.8,341777.74,2400.0
Thirupur,Lime,84.8,924584.8,2325.0
Thirupur,Lime,84.8,117268.56,2250.0
Thirupur,Maize,83.9,61086.32,1200.0
Thirupur,Maize,83.9,134842.48,1183.33
Thirupur,Maize,83.9,95260.27,1200.0
Thirupur,Maize,83.9,75007.53,1200.0
Thirupur,Maize,83.9,21078.12,1800.0
Thirupur,Maize,84.8,124822.72,1717.5
Thirupur,Maize,84.8,71525.08,1363.64
Thirupur,Maize,84.8,159407.12,1542.86
Thirupur,Maize,84.8,71498.96,1176.92
Thirupur,Maize,84.8,93899.89,1200.0
Thirupur,Maize,84.8,79927.64,1200.0
Thirupur,Maize,84.8,110953.18,1270.59
Thirupur,Maize,84.8,99951.86,1200.0
Thirupur,Maize,84.8,105675.96,1200.0
Thirupur,Maize,84.8,112301.48,1200.0
Thirupur,Maize,84.8,210315.34,1088.57
Thirupur,Maize,84.8,122855.62,1305.0
Thirupur,Mango,83.9,11000903.76,3310.0
Thirupur,Mango,83.9,16210684.7,3711.75
Thirupur,Mango,83.9,12108589.28,4191.0
Thirupur,Mango,83.9,23625394.26,3900.0
Thirupur,Mango,83.9,26838162.16,3184.48
Thirupur,Mango,83.9,26543736.04,2851.13
Thirupur,Mango,84.8,16520285.76,3424.39
Thirupur,Mango,84.8,6232378.82,3543.87
Thirupur,Mango,84.8,7954697.44,3462.0
Thirupur,Mango,84.8,24201060.72,3317.21
Thirupur,Mango,84.8,33538295.7,2492.31
Thirupur,Mango,84.8,41513143.96,2261.43
Thirupur,Mango,84.8,30695454.58,2175.58
Thirupur,Mango,84.8,4758599.48,2325.0
Thirupur,Mango,84.8,591630.12,4200.0
Thirupur,Mango,84.8,5402127.68,3088.89
Thirupur,Mango,84.8,20156945.48,2874.0
Thirupur,Mango,84.8,14193971.72,2860.57
Thirupur,Mint,83.9,915593.6,1917.0
Thirupur,Mint,83.9,1574445.8,1890.58
Thirupur,Mint,83.9,1870012.8,1907.6
Thirupur,Mint,83.9,2051196.2,1839.49
Thirupur,Mint,83.9,1540747.2,1882.76
Thirupur,Mint,83.9,1583245.2,1841.2
Thirupur,Mint,84.8,1609494.32,1750.52
Thirupur,Mint,84.8,1280017.2,1576.28
Thirupur,Mint,84.8,1229279.64,1641.74
Thirupur,Mint,84.8,1060670.0,1697.6
Thirupur,Mint,84.8,900679.84,1612.3
Thirupur,Mint,84.8,963844.0,1549.72
Thirupur,Mint,84.8,1453071.6,1604.0
Thirupur,Mint,84.8,1465624.0,1704.44
Thirupur,Mint,84.8,1944162.48,1625.64
Thirupur,Mint,84.8,2100529.6,1673.33
Thirupur,Mint,84.8,2618661.2,1743.71
Thirupur,Mint,84.8,2357836.8,1775.81
Thirupur,Mushrooms,83.9,52159.52,8485.72
Thirupur,Mushrooms,83.9,160648.36,9031.58
Thirupur,Mushrooms,83.9,69478.36,10114.28
Thirupur,Mushrooms,83.9,23210.68,10800.0
Thirupur,Mushrooms,83.9,32789.04,10800.0
Thirupur,Mushrooms,83.9,14020.96,10500.0
Thirupur,Mushrooms,84.8,9054.88,6150.0
Thirupur,Mushrooms,84.8,67947.12,12000.0
Thirupur,Mushrooms,84.8,71957.64,10984.61
Thirupur,Mushrooms,84.8,23581.6,12000.0
Thirupur,Mushrooms,84.8,11708.28,11600.0
Thirupur,Mushrooms,84.8,15529.72,11600.0
Thirupur,Mushrooms,84.8,26550.24,8000.0
Thirupur,Mushrooms,84.8,22943.84,8200.0
Thirupur,Mushrooms,84.8,59200.0,9300.0
Thirupur,Mushrooms,84.8,11159.8,2400.0
Thirupur,Mushrooms,84.8,6344.36,1650.0
Thirupur,Musk Melon,83.9,130929.2,2100.0
Thirupur,Musk Melon,83.9,45481.94,2025.0
Thirupur,Musk Melon,83.9,49469.04,2100.0
Thirupur,Musk Melon,83.9,14504.2,2400.0
Thirupur,Musk Melon,84.8,9767.26,1200.0
Thirupur,Musk Melon,84.8,45230.1,1740.0
Thirupur,Musk Melon,84.8,192943.36,1278.26
Thirupur,Musk Melon,84.8,209851.72,1176.92
Thirupur,Musk Melon,84.8,196397.9,1817.65
Thirupur,Musk Melon,84.8,36335.3,1800.0
Thirupur,Musk Melon,84.8,83200.5,1200.0
Thirupur,Musk Melon,84.8,63818.96,1050.0
Thirupur,Onion,83.9,2491334.4,2749.5
Thirupur,Onion,83.9,5005010.76,2764.82
Thirupur,Onion,83.9,4820480.8,2873.4
Thirupur,Onion,83.9,5207379.6,3200.51
Thirupur,Onion,83.9,5030402.6,3624.95
Thirupur,Onion,83.9,4564599.4,3471.57
Thirupur,Onion,84.8,4969009.92,3445.13
Thirupur,Onion,84.8,3956271.2,2932.07
Thirupur,Onion,84.8,3601094.2,2293.24
Thirupur,Onion,84.8,3349965.6,2024.4
Thirupur,Onion,84.8,3367706.24,2176.82
Thirupur,Onion,84.8,2811317.6,2531.78
Thirupur,Onion,84.8,3481480.28,2480.45
Thirupur,Onion,84.8,3667883.08,2194.57
Thirupur,Onion,84.8,4674634.56,1995.43
Thirupur,Onion,84.8,4799641.72,2136.7
Thirupur,Onion,84.8,6775062.48,2440.0
Thirupur,Onion,84.8,5456196.72,2531.83
Thirupur,Papaya,83.9,2832640.6,1445.25
Thirupur,Papaya,83.9,5580583.96,1448.96
Thirupur,Papaya,83.9,5343107.58,1474.58
Thirupur,Papaya,83.9,5307100.26,1473.06
Thirupur,Papaya,83.9,5090852.72,1390.84
Thirupur,Papaya,83.9,5186878.22,1383.62
Thirupur,Papaya,84.8,5474284.2,1433.42
Thirupur,Papaya,84.8,4879063.2,1608.86
Thirupur,Papaya,84.8,4887014.56,1618.38
Thirupur,Papaya,84.8,4701828.4,1618.4
Thirupur,Papaya,84.8,4779313.46,1609.06
Thirupur,Papaya,84.8,4360109.7,1562.57
Thirupur,Papaya,84.8,4355413.1,1559.11
Thirupur,Papaya,84.8,4196531.0,1603.11
Thirupur,Papaya,84.8,4760017.04,1629.73
Thirupur,Papaya,84.8,4507389.9,1636.15
Thirupur,Papaya,84.8,6251726.2,1515.35
Thirupur,Papaya,84.8,5531414.0,1484.13
Thirupur,Potato,83.9,967229.12,3014.06
Thirupur,Potato,83.9,1901333.08,3095.52
Thirupur,Potato,83.9,1755086.4,2985.5
Thirupur,Potato,83.9,2006733.28,3122.42
Thirupur,Potato,83.9,1940057.44,3383.08
Thirupur,Potato,83.9,1648632.64,3294.0
Thirupur,Potato,84.8,1886137.28,3002.9
Thirupur,Potato,84.8,1440635.84,2753.03
Thirupur,Potato,84.8,1299655.0,2509.41
Thirupur,Potato,84.8,1251682.24,2231.5
Thirupur,Potato,84.8,1252139.84,2387.39
Thirupur,Potato,84.8,963422.96,2783.78
Thirupur,Potato,84.8,1080585.56,2972.41
Thirupur,Potato,84.8,248513.32,2494.73
Thirupur,Potato,84.8,488492.32,1970.0
Thirupur,Potato,84.8,378952.36,2052.0
Thirupur,Potato,84.8,406386.84,2357.37
Thirupur,Potato,84.8,358154.8,1872.0
Thirupur,Pumpkin,83.9,1074387.96,1495.65
Thirupur,Pumpkin,83.9,2303180.72,1409.79
Thirupur,Pumpkin,83.9,2310212.96,1181.25
Thirupur,Pumpkin,83.9,2603689.8,1090.06
Thirupur,Pumpkin,83.9,2490151.6,1134.17
Thirupur,Pumpkin,83.9,2289402.2,1170.0
Thirupur,Pumpkin,84.8,2500446.8,1215.49
Thirupur,Pumpkin,84.8,1978135.6,1098.86
Thirupur,Pumpkin,84.8,1793677.0,877.45
Thirupur,Pumpkin,84.8,1662888.72,832.75
Thirupur,Pumpkin,84.8,1683853.12,804.73
Thirupur,Pumpkin,84.8,1405658.8,860.14
Thirupur,Pumpkin,84.8,1747314.56,916.57
Thirupur,Pumpkin,84.8,1798960.48,1056.82
Thirupur,Pumpkin,84.8,2490354.72,1298.37
Thirupur,Pumpkin,84.8,2239601.88,1672.57
Thirupur,Pumpkin,84.8,3509377.4,1572.64
Thirupur,Pumpkin,84.8,3012816.24,1270.91
Thirupur,Radish,83.9,677881.6,2256.0
Thirupur,Radish,83.9,1429599.8,1854.58
Thirupur,Radish,83.9,1737097.8,1875.6
Thirupur,Radish,83.9,1630670.76,2108.08
Thirupur,Radish,83.9,1358168.8,2191.45
Thirupur,Radish,83.9,1247060.24,2269.87
Thirupur,Radish,84.8,1361426.8,1876.64
Thirupur,Radish,84.8,1110020.92,1446.47
Thirupur,Radish,84.8,1023191.28,1346.75
Thirupur,Radish,84.8,745832.0,1586.4
Thirupur,Radish,84.8,785905.84,1622.84
Thirupur,Radish,84.8,863682.4,1950.0
Thirupur,Radish,84.8,1337921.8,1913.78
Thirupur,Radish,84.8,1261872.4,1797.34
Thirupur,Radish,84.8,1782341.6,1719.2
Thirupur,Radish,84.8,1709519.6,1725.34
Thirupur,Radish,84.8,2470929.2,2037.17
Thirupur,Radish,84.8,1967584.8,1858.84
Thirupur,Ridge gourd,83.9,1072620.8,2363.25
Thirupur,Ridge gourd,83.9,1860781.4,1885.94
Thirupur,Ridge gourd,83.9,2003730.0,2094.0
Thirupur,Ridge gourd,83.9,2328196.6,2591.61
Thirupur,Ridge gourd,83.9,1848458.96,2628.91
Thirupur,Ridge gourd,83.9,1814690.8,3104.0
Thirupur,Ridge gourd,84.8,1903002.96,3256.08
Thirupur,Ridge gourd,84.8,1468490.8,3006.86
Thirupur,Ridge gourd,84.8,1413686.04,2446.31
Thirupur,Ridge gourd,84.8,1287618.8,3128.8
Thirupur,Ridge gourd,84.8,1141894.0,3169.06
Thirupur,Ridge gourd,84.8,1057604.32,3305.65
Thirupur,Ridge gourd,84.8,1555979.8,3140.0
Thirupur,Ridge gourd,84.8,1593291.0,2778.05
Thirupur,Ridge gourd,84.8,2148173.6,2953.2
Thirupur,Ridge gourd,84.8,2352525.2,2985.78
Thirupur,Ridge gourd,84.8,3006734.0,3185.12
Thirupur,Ridge gourd,84.8,2598526.8,3439.94
Thirupur,Sapota,83.9,1786300.12,2274.55
Thirupur,Sapota,83.9,4567629.54,2389.28
Thirupur,Sapota,83.9,3584166.86,2400.0
Thirupur,Sapota,83.9,1957962.12,2400.0
Thirupur,Sapota,83.9,3052054.4,2400.0
Thirupur,Sapota,83.9,8491593.88,2404.53
Thirupur,Sapota,84.8,9972534.16,2385.49
Thirupur,Sapota,84.8,8504173.72,2456.6
Thirupur,Sapota,84.8,11514404.52,2137.5
Thirupur,Sapota,84.8,10564530.58,2066.87
Thirupur,Sapota,84.8,7360466.8,2170.21
Thirupur,Sapota,84.8,2334901.38,2120.0
Thirupur,Sapota,84.8,3607530.58,2360.87
Thirupur,Sapota,84.8,4983048.4,2400.0
Thirupur,Sapota,84.8,3650343.74,2400.0
Thirupur,Sapota,84.8,3247757.82,2400.0
Thirupur,Sapota,84.8,9209257.42,2196.43
Thirupur,Sapota,84.8,13843564.08,2188.24
Thirupur,Snake Gourd,83.9,1245667.2,2188.5
Thirupur,Snake Gourd,83.9,2494571.0,2043.49
Thirupur,Snake Gourd,83.9,2410240.4,1967.2
Thirupur,Snake Gourd,83.9,2620389.6,2281.93
Thirupur,Snake Gourd,83.9,2489280.8,2202.92
Thirupur,Snake Gourd,83.9,2289402.2,2227.2
Thirupur,Snake Gourd,84.8,2500446.8,2126.71
Thirupur,Snake Gourd,84.8,1978135.6,2037.86
Thirupur,Snake Gourd,84.8,1807417.2,1759.2
Thirupur,Snake Gourd,84.8,1674982.8,1980.8
Thirupur,Snake Gourd,84.8,1694812.64,1873.29
Thirupur,Snake Gourd,84.8,1405658.8,2137.28
Thirupur,Snake Gourd,84.8,1760463.4,2099.11
Thirupur,Snake Gourd,84.8,1840725.4,1997.78
Thirupur,Snake Gourd,84.8,2490354.72,2261.63
Thirupur,Snake Gourd,84.8,2677327.6,2371.11
Thirupur,Snake Gourd,84.8,3763923.6,2391.71
Thirupur,Snake Gourd,84.8,3031220.4,2578.45
Thirupur,Sweet Potato,83.9,15868.76,1800.0
Thirupur,Sweet Potato,83.9,91308.24,3600.0
Thirupur,Sweet Potato,83.9,236841.36,3557.14
Thirupur,Sweet Potato,83.9,394109.6,2843.48
Thirupur,Sweet Potato,83.9,481295.28,3000.0
Thirupur,Sweet Potato,84.8,484147.52,2640.0
Thirupur,Sweet Potato,84.8,379034.28,2680.0
Thirupur,Sweet Potato,84.8,544708.2,2493.34
Thirupur,Sweet Potato,84.8,525846.08,2406.38
Thirupur,Sweet Potato,84.8,524014.0,2328.26
Thirupur,Sweet Potato,84.8,205179.2,2415.0
Thirupur,Sweet Potato,84.8,394143.2,2400.0
Thirupur,Sweet Potato,84.8,163036.64,2350.0
Thirupur,Sweet Potato,84.8,415632.12,2125.0
Thirupur,Sweet Potato,84.8,60686.76,2600.0
Thirupur,Sweet Potato,84.8,512738.04,2373.91
Thirupur,Sweet Potato,84.8,587839.92,2245.0
Thirupur,Tamarind Fruit,83.9,2272635.96,6000.0
Thirupur,Tamarind Fruit,83.9,5202954.18,6000.0
Thirupur,Tamarind Fruit,83.9,4573466.84,6000.0
Thirupur,Tamarind Fruit,83.9,3918950.6,6000.0
Thirupur,Tamarind Fruit,83.9,3893486.2,6000.0
Thirupur,Tamarind Fruit,83.9,1287121.24,6000.0
Thirupur,Tamarind Fruit,84.8,2239577.22,6428.57
Thirupur,Tamarind Fruit,84.8,4479965.64,6042.86
Thirupur,Tamarind Fruit,84.8,1280470.96,5700.0
Thirupur,Tamarind Fruit,84.8,2247060.02,5400.0
Thirupur,Tamarind Fruit,84.8,2898692.86,5333.33
Thirupur,Tamarind Fruit,84.8,3859269.16,5400.0
Thirupur,Tamarind Fruit,84.8,974676.62,5400.0
Thirupur,Tamarind Fruit,84.8,2580980.64,5400.0
Thirupur,Tamarind Fruit,84.8,4208401.34,5469.23
Thirupur,Tamarind Fruit,84.8,2930468.76,5400.0
Thirupur,Tamarind Fruit,84.8,2260181.44,5228.57
Thirupur,Tamarind Fruit,84.8,1284575.84,5100.0
Thirupur,Tapioca,83.9,750463.56,1757.14
Thirupur,Tapioca,83.9,1424711.72,1676.92
Thirupur,Tapioca,83.9,1510426.24,1620.0
Thirupur,Tapioca,83.9,1744645.2,1587.5
Thirupur,Tapioca,83.9,1176520.36,1754.54
Thirupur,Tapioca,83.9,1589224.52,1793.33
Thirupur,Tapioca,84.8,1640143.44,1617.39
Thirupur,Tapioca,84.8,1442860.36,1624.39
Thirupur,Tapioca,84.8,2025559.04,1608.2
Thirupur,Tapioca,84.8,2192266.16,1782.86
Thirupur,Tapioca,84.8,1879184.88,1779.31
Thirupur,Tapioca,84.8,1897686.12,1795.08
Thirupur,Tapioca,84.8,1712445.04,1698.11
Thirupur,Tapioca,84.8,1695884.8,1666.67
Thirupur,Tapioca,84.8,1050791.68,1681.82
Thirupur,Tapioca,84.8,1089718.52,1538.71
Thirupur,Tapioca,84.8,1499931.84,1462.5
Thirupur,Tapioca,84.8,2008036.8,1483.93
Thirupur,Tomato,83.9,1245667.2,2974.5
Thirupur,Tomato,83.9,2494571.0,1197.68
