District,Commodity,Population_million,Production_Tonnes,Avg_Price
Ariyalur,Amaranthus,83.9,290269.68,2040.46
Ariyalur,Amaranthus,83.9,932485.44,1612.28
Ariyalur,Amaranthus,83.9,103090.96,2125.16
Ariyalur,Amaranthus,83.9,119078.08,2130.0
Ariyalur,Amaranthus,83.9,131089.12,2103.87
Ariyalur,Amaranthus,83.9,886594.56,1983.27
Ariyalur,Amaranthus,83.9,760164.32,1985.08
Ariyalur,Amaranthus,84.8,881208.48,2093.0
Ariyalur,Amaranthus,84.8,782104.08,2043.16
Ariyalur,Amaranthus,84.8,642553.92,1865.0
Ariyalur,Amaranthus,84.8,389748.64,1842.0
Ariyalur,Amaranthus,84.8,532676.08,1974.92
Ariyalur,Amaranthus,84.8,608043.52,2078.57
Ariyalur,Amaranthus,84.8,950750.72,2233.33
Ariyalur,Amaranthus,84.8,875294.08,2030.0
Ariyalur,Amaranthus,84.8,1162351.04,2015.17
Ariyalur,Amaranthus,84.8,1141797.84,2073.96
Ariyalur,Amaranthus,84.8,195200.0,1950.0
Ariyalur,Ash Gourd,83.9,500994.0,1440.0
Ariyalur,Ash Gourd,83.9,101069.6,1360.0
Ariyalur,Ash Gourd,83.9,38010.08,2040.0
Ariyalur,Ash Gourd,84.8,95023.36,1200.0
Ariyalur,Ash Gourd,84.8,377201.12,903.53
Ariyalur,Ash Gourd,84.8,913466.24,979.5
Ariyalur,Ash Gourd,84.8,808742.4,1101.95
Ariyalur,Ash Gourd,84.8,1037599.2,1212.0
Ariyalur,Ash Gourd,84.8,736290.16,1122.22
Ariyalur,Ash Gourd,84.8,1016546.88,1160.0
Ariyalur,Ash Gourd,84.8,1075016.8,1164.44
Ariyalur,Ash Gourd,84.8,1505569.44,1111.76
Ariyalur,Ash Gourd,84.8,1212488.16,1168.06
Ariyalur,Avarai,83.9,63695.44,6456.4
Ariyalur,Avarai,83.9,194434.8,5417.14
Ariyalur,Avarai,83.9,919072.96,5191.76
Ariyalur,Avarai,83.9,1029392.88,4472.43
Ariyalur,Avarai,83.9,1062177.04,6275.29
Ariyalur,Avarai,83.9,1329336.32,5774.66
Ariyalur,Avarai,83.9,1441352.64,5732.14
Ariyalur,Avarai,84.8,1652229.12,5448.0
Ariyalur,Avarai,84.8,1307714.24,4148.57
Ariyalur,Avarai,84.8,1222308.16,3292.0
Ariyalur,Avarai,84.8,1140888.64,3949.0
Ariyalur,Avarai,84.8,1094885.76,4525.0
Ariyalur,Avarai,84.8,917772.8,4918.93
Ariyalur,Avarai,84.8,1272259.6,4601.89
Ariyalur,Avarai,84.8,1356091.2,4296.67
Ariyalur,Avarai,84.8,1807531.52,3896.95
Ariyalur,Avarai,84.8,1968386.24,4602.22
Ariyalur,Avarai,84.8,2567748.32,4572.73
Ariyalur,Avarai,84.8,2120432.4,4648.52
Ariyalur,Banana,83.9,2292256.72,27.65
Ariyalur,Banana,83.9,5998020.8,2473.38
Ariyalur,Banana,83.9,5825496.64,3600.0
Ariyalur,Banana,83.9,5937767.12,3669.0
Ariyalur,Banana,83.9,6070256.48,3437.42
Ariyalur,Banana,83.9,5652110.0,3269.49
Ariyalur,Banana,83.9,6147213.68,3415.24
Ariyalur,Banana,84.8,6786141.16,3460.87
Ariyalur,Banana,84.8,7973633.36,3108.71
Ariyalur,Banana,84.8,8097717.04,3018.88
Ariyalur,Banana,84.8,7822342.2,2966.96
Ariyalur,Banana,84.8,10316056.0,2773.11
Ariyalur,Banana,84.8,9731305.44,2821.61
Ariyalur,Banana,84.8,9568611.12,2921.32
Ariyalur,Banana,84.8,9217661.24,2881.14
Ariyalur,Banana,84.8,10960736.8,2844.62
Ariyalur,Banana,84.8,7919430.72,3003.66
Ariyalur,Banana,84.8,9822211.64,2874.6
Ariyalur,Banana,84.8,8936539.68,2810.97
Ariyalur,Beans,70.4,24464.0,1296.6
Ariyalur,Beans,83.9,70314.08,57.0
Ariyalur,Beans,83.9,1507055.76,3690.25
Ariyalur,Beans,83.9,1259556.64,4413.87
Ariyalur,Beans,83.9,1496010.24,4608.0
Ariyalur,Beans,83.9,1293184.64,6286.25
Ariyalur,Beans,83.9,1156190.88,5047.78
Ariyalur,Beans,83.9,1266596.16,5117.0
Ariyalur,Beans,84.8,1249090.56,4907.0
Ariyalur,Beans,84.8,1024013.76,3560.36
Ariyalur,Beans,84.8,990303.36,3177.0
Ariyalur,Beans,84.8,848536.0,5920.0
Ariyalur,Beans,84.8,730642.56,4806.0
Ariyalur,Beans,84.8,771075.2,5480.36
Ariyalur,Beans,84.8,1096523.36,4974.12
Ariyalur,Beans,84.8,1172499.2,4943.33
Ariyalur,Beans,84.8,1510637.76,3900.0
Ariyalur,Beans,84.8,1680423.68,3996.67
Ariyalur,Beans,84.8,2002489.68,4383.23
Ariyalur,Beans,84.8,1854060.64,4269.34
Ariyalur,Beetroot,83.9,492629.28,27.51
Ariyalur,Beetroot,83.9,1623256.0,2459.14
Ariyalur,Beetroot,83.9,688507.2,2956.36
Ariyalur,Beetroot,83.9,1512187.76,2223.05
Ariyalur,Beetroot,83.9,1755557.76,2367.1
Ariyalur,Beetroot,83.9,1214406.8,2808.0
Ariyalur,Beetroot,83.9,1287342.24,3467.37
Ariyalur,Beetroot,84.8,1316751.36,3071.0
Ariyalur,Beetroot,84.8,1061735.36,2871.43
Ariyalur,Beetroot,84.8,1050930.56,2484.0
Ariyalur,Beetroot,84.8,919301.44,2448.0
Ariyalur,Beetroot,84.8,772249.92,2653.0
Ariyalur,Beetroot,84.8,785573.36,3056.73
Ariyalur,Beetroot,84.8,1192048.0,2977.78
Ariyalur,Beetroot,84.8,1221385.28,2690.0
Ariyalur,Beetroot,84.8,1611486.08,2481.0
Ariyalur,Beetroot,84.8,1772111.68,2636.66
Ariyalur,Beetroot,84.8,2134324.16,2621.47
Ariyalur,Beetroot,84.8,1990336.64,2427.58
Ariyalur,Bengal Gram,76.8,6229.2,5400.0
Ariyalur,Betal Leaves,84.8,4243.94,1800.0
Ariyalur,Bitter Gourd,83.9,153083.28,2742.86
Ariyalur,Bitter Gourd,83.9,668324.4,2812.8
Ariyalur,Bitter Gourd,83.9,931278.64,3201.29
Ariyalur,Bitter Gourd,83.9,711939.2,3355.72
Ariyalur,Bitter Gourd,83.9,702388.32,3651.73
Ariyalur,Bitter Gourd,84.8,723894.56,3297.93
Ariyalur,Bitter Gourd,84.8,587396.32,2965.72
Ariyalur,Bitter Gourd,84.8,569617.28,2482.0
Ariyalur,Bitter Gourd,84.8,595213.92,2300.57
Ariyalur,Bitter Gourd,84.8,926972.16,2459.0
Ariyalur,Bitter Gourd,84.8,858132.8,3306.43
Ariyalur,Bitter Gourd,84.8,1221347.92,3535.47
Ariyalur,Bitter Gourd,84.8,1268226.64,2954.72
Ariyalur,Bitter Gourd,84.8,1718538.88,2842.0
Ariyalur,Bitter Gourd,84.8,1775813.04,2904.71
Ariyalur,Bitter Gourd,84.8,2362971.76,2787.76
Ariyalur,Bitter Gourd,84.8,2043813.12,3069.34
Ariyalur,Black Gram,70.4,3489.0,1715.4
Ariyalur,Black Gram,70.4,5589.6,1768.2
Ariyalur,Black Gram,71.3,3542.4,1956.0
Ariyalur,Black Gram,71.3,4011.0,1373.4
Ariyalur,Black Gram,71.3,14999.4,1749.6
Ariyalur,Black Gram,71.3,22983.0,1408.95
Ariyalur,Black Gram,72.1,56787.0,1583.02
Ariyalur,Black Gram,72.1,34181.4,1903.2
Ariyalur,Black Gram,72.1,23504.4,2408.57
Ariyalur,Black Gram,72.1,6867.0,2673.4
Ariyalur,Black Gram,72.1,10950.0,2039.52
Ariyalur,Black Gram,72.1,9732.0,2135.7
Ariyalur,Black Gram,72.1,21715.2,2124.23
Ariyalur,Black Gram,72.1,9672.0,2278.0
Ariyalur,Black Gram,72.1,15886.8,1555.68
Ariyalur,Black Gram,72.1,12500.4,2056.0
Ariyalur,Black Gram,72.1,25824.0,1197.84
Ariyalur,Black Gram,72.1,23187.0,1293.84
Ariyalur,Black Gram,72.9,21453.0,1807.08
Ariyalur,Black Gram,72.9,4199.4,1950.0
Ariyalur,Black Gram,72.9,6822.0,2076.2
Ariyalur,Black Gram,72.9,5511.0,2244.0
Ariyalur,Black Gram,72.9,15289.2,1931.64
Ariyalur,Black Gram,72.9,4137.6,1635.0
Ariyalur,Black Gram,72.9,8251.2,1200.0
Ariyalur,Black Gram,72.9,7243.2,1777.8
Ariyalur,Black Gram,73.7,6757.2,2206.8
Ariyalur,Black Gram,73.7,3819.6,1958.7
Ariyalur,Black Gram,73.7,3645.6,2298.3
Ariyalur,Black Gram,73.7,3805.2,1937.7
Ariyalur,Black Gram,73.7,2231.4,1656.0
Ariyalur,Black Gram,73.7,2307.6,2141.4
Ariyalur,Black Gram,73.7,5700.0,1594.8
Ariyalur,Black Gram,73.7,3279.0,2237.4
Ariyalur,Black Gram,73.7,8529.0,2123.4
Ariyalur,Black Gram,73.7,7582.8,1216.8
Ariyalur,Black Gram,74.5,13300.2,1809.45
Ariyalur,Black Gram,74.5,14422.2,2531.76
Ariyalur,Black Gram,74.5,12140.4,2653.1
Ariyalur,Black Gram,74.5,5176.8,2653.8
Ariyalur,Black Gram,74.5,8532.6,3077.85
Ariyalur,Black Gram,74.5,2569.8,3000.0
Ariyalur,Black Gram,74.5,5698.2,2287.2
Ariyalur,Black Gram,74.5,6962.4,3379.8
Ariyalur,Black Gram,74.5,13794.6,2792.1
Ariyalur,Black Gram,74.5,4466.4,3281.4
Ariyalur,Black Gram,74.5,9741.0,2510.7
Ariyalur,Black Gram,75.6,17082.0,2450.7
Ariyalur,Black Gram,75.6,27756.6,2790.96
Ariyalur,Black Gram,75.6,18787.8,3003.53
Ariyalur,Black Gram,75.6,16307.4,3457.03
Ariyalur,Black Gram,75.6,11334.6,4293.6
Ariyalur,Black Gram,75.6,3181.8,2621.4
Ariyalur,Black Gram,75.6,6755.4,4166.7
Ariyalur,Black Gram,75.6,10101.0,3991.6
Ariyalur,Black Gram,75.6,10834.2,3337.8
Ariyalur,Black Gram,75.6,11269.8,3879.0
Ariyalur,Black Gram,75.6,5931.6,1203.0
Ariyalur,Black Gram,76.8,16183.8,5283.8
Ariyalur,Black Gram,76.8,59961.6,5465.5
Ariyalur,Black Gram,76.8,15049.8,5574.96
Ariyalur,Black Gram,76.8,19894.8,6589.02
Ariyalur,Black Gram,76.8,24870.0,6653.13
Ariyalur,Black Gram,76.8,16106.4,6033.8
Ariyalur,Black Gram,76.8,16650.0,5718.5
Ariyalur,Black Gram,76.8,8774.4,5133.2
Ariyalur,Black Gram,76.8,2838.0,3573.0
Ariyalur,Black Gram,76.8,12619.8,4546.0
Ariyalur,Black Gram,76.8,22614.0,3331.56
Ariyalur,Black Gram,76.8,9714.6,3990.0
Ariyalur,Black Gram,77.9,21634.8,3677.6
Ariyalur,Black Gram,77.9,15637.2,3978.86
Ariyalur,Black Gram,77.9,6129.6,3195.0
Ariyalur,Black Gram,77.9,2531.4,3330.6
Ariyalur,Black Gram,77.9,6214.8,3300.0
Ariyalur,Black Gram,77.9,3495.0,3000.0
Ariyalur,Black Gram,77.9,5175.6,2940.0
Ariyalur,Black Gram,77.9,5130.6,2595.6
Ariyalur,Black Gram,78.7,15621.84,2484.0
Ariyalur,Black Gram,78.7,3691.02,2615.4
Ariyalur,Black Gram,78.7,3681.0,2550.0
Ariyalur,Black Gram,78.7,3727.86,2741.4
Ariyalur,Black Gram,79.5,13913.58,2869.65
Ariyalur,Black Gram,79.5,5131.8,2704.5
Ariyalur,Black Gram,79.5,2629.32,2937.0
Ariyalur,Black Gram,79.5,3889.5,2911.8
Ariyalur,Black Gram,80.3,24416.16,3399.34
Ariyalur,Black Gram,80.3,15990.12,3389.0
Ariyalur,Black Gram,80.3,3037.02,3366.0
Ariyalur,Black Gram,80.3,7961.4,3587.4
Ariyalur,Black Gram,80.3,3708.42,3300.0
Ariyalur,Black Gram,80.3,3510.18,3630.0
Ariyalur,Black Gram,81.1,8628.48,4091.8
Ariyalur,Black Gram,81.1,3262.68,3240.0
Ariyalur,Black Gram,81.1,3822.72,1212.0
Ariyalur,Black Gram,81.1,4205.58,3395.4
Ariyalur,Black Gram,81.1,7909.2,2535.0
Ariyalur,Black Gram,81.1,5709.0,1531.8
Ariyalur,Black Gram,81.1,3626.04,3660.0
Ariyalur,Black Gram,82.0,12164.76,3428.0
Ariyalur,Black Gram,82.0,5206.02,2425.2
Ariyalur,Black Gram,82.0,9870.96,3940.5
Ariyalur,Black Gram,82.0,47278.68,3812.06
Ariyalur,Black Gram,82.0,42590.88,3656.03
Ariyalur,Black Gram,82.0,27003.6,3429.72
Ariyalur,Black Gram,82.0,24040.44,3580.32
Ariyalur,Black Gram,82.0,3120.24,3012.0
Ariyalur,Black Gram,82.0,3372.78,3840.0
Ariyalur,Black Gram,82.9,11624.58,3845.85
Ariyalur,Black Gram,82.9,8820.18,3980.8
Ariyalur,Black Gram,82.9,44506.44,4080.38
Ariyalur,Black Gram,82.9,42730.38,4140.8
Ariyalur,Black Gram,82.9,16916.34,3978.0
Ariyalur,Black Gram,82.9,6532.44,5333.7
Ariyalur,Black Gram,82.9,17650.26,3148.9
Ariyalur,Black Gram,82.9,20472.18,4382.57
Ariyalur,Black Gram,82.9,14684.34,4254.45
Ariyalur,Black Gram,82.9,3604.62,4932.6
Ariyalur,Black Gram,83.9,4209.96,4956.0
Ariyalur,Black Gram,83.9,14460.96,5016.3
Ariyalur,Black Gram,83.9,36220.08,5152.75
Ariyalur,Black Gram,83.9,12118.68,4746.6
Ariyalur,Black Gram,83.9,3915.18,5094.0
Ariyalur,Black Gram,83.9,3114.54,4740.0
Ariyalur,Bottle Gourd,83.9,513281.6,12.0
Ariyalur,Bottle Gourd,83.9,1723263.84,1169.83
Ariyalur,Bottle Gourd,83.9,1466756.08,1537.38
Ariyalur,Bottle Gourd,83.9,1602984.0,1278.0
Ariyalur,Bottle Gourd,83.9,1830957.68,1249.18
Ariyalur,Bottle Gourd,83.9,1355267.44,1138.87
Ariyalur,Bottle Gourd,83.9,1428264.64,1609.83
Ariyalur,Bottle Gourd,84.8,1494422.4,1875.0
Ariyalur,Bottle Gourd,84.8,1174792.64,1594.28
Ariyalur,Bottle Gourd,84.8,1139234.56,1190.0
Ariyalur,Bottle Gourd,84.8,1030095.04,1003.0
Ariyalur,Bottle Gourd,84.8,926972.16,1085.0
Ariyalur,Bottle Gourd,84.8,843071.12,1092.0
Ariyalur,Bottle Gourd,84.8,1221347.92,1261.13
Ariyalur,Bottle Gourd,84.8,1269900.48,1260.0
Ariyalur,Bottle Gourd,84.8,1658583.2,1181.38
Ariyalur,Bottle Gourd,84.8,1850404.88,1061.89
Ariyalur,Bottle Gourd,84.8,2405387.2,1160.29
Ariyalur,Bottle Gourd,84.8,2078821.44,1253.71
Ariyalur,Brinjal,83.9,881119.2,24.6
Ariyalur,Brinjal,83.9,2382573.44,2589.8
Ariyalur,Brinjal,83.9,2271531.68,2797.74
Ariyalur,Brinjal,83.9,2426571.68,2501.0
Ariyalur,Brinjal,83.9,2415765.28,2743.55
Ariyalur,Brinjal,83.9,2135203.84,2892.86
Ariyalur,Brinjal,83.9,2405547.04,3027.0
Ariyalur,Brinjal,84.8,2316359.2,3045.0
Ariyalur,Brinjal,84.8,1997698.08,2419.28
Ariyalur,Brinjal,84.8,1887917.76,2105.0
Ariyalur,Brinjal,84.8,1641983.68,1774.0
Ariyalur,Brinjal,84.8,1678253.76,1601.0
Ariyalur,Brinjal,84.8,1543277.12,1914.64
Ariyalur,Brinjal,84.8,1668560.96,2226.67
Ariyalur,Brinjal,84.8,1633082.72,2527.78
Ariyalur,Brinjal,84.8,2229607.36,2435.0
Ariyalur,Brinjal,84.8,2432423.92,3105.56
Ariyalur,Brinjal,84.8,3348399.68,3146.03
Ariyalur,Brinjal,84.8,3016077.44,2811.77
Ariyalur,Cabbage,83.9,629518.24,25.69
Ariyalur,Cabbage,83.9,2008080.0,2273.77
Ariyalur,Cabbage,83.9,1964515.12,2455.08
Ariyalur,Cabbage,83.9,1928192.32,2093.0
Ariyalur,Cabbage,83.9,2082951.84,2386.45
Ariyalur,Cabbage,83.9,1936592.0,2761.07
Ariyalur,Cabbage,83.9,1831521.76,2833.0
Ariyalur,Cabbage,84.8,1936590.08,2467.0
Ariyalur,Cabbage,84.8,1582508.48,2288.57
Ariyalur,Cabbage,84.8,1445933.76,1520.0
Ariyalur,Cabbage,84.8,1339986.24,1439.0
Ariyalur,Cabbage,84.8,1366113.6,1397.0
Ariyalur,Cabbage,84.8,1124527.04,1714.28
Ariyalur,Cabbage,84.8,1355775.36,1834.61
Ariyalur,Cabbage,84.8,1472580.32,1988.89
Ariyalur,Cabbage,84.8,2067102.08,1656.4
Ariyalur,Cabbage,84.8,2106851.92,1810.19
Ariyalur,Cabbage,84.8,3011138.88,2183.38
Ariyalur,Cabbage,84.8,2424976.32,2138.71
Ariyalur,Carrot,83.9,613918.24,42.09
Ariyalur,Carrot,83.9,1488683.68,3576.08
Ariyalur,Carrot,83.9,264100.72,5000.0
Ariyalur,Carrot,83.9,877543.2,5180.0
Ariyalur,Carrot,83.9,1003366.64,4916.13
Ariyalur,Carrot,83.9,906485.6,4973.33
Ariyalur,Carrot,83.9,824316.32,4888.0
Ariyalur,Carrot,84.8,880501.28,4595.17
Ariyalur,Carrot,84.8,720317.92,4077.86
Ariyalur,Carrot,84.8,655306.08,3398.0
Ariyalur,Carrot,84.8,730705.92,2833.72
Ariyalur,Carrot,84.8,1262799.36,2667.0
Ariyalur,Carrot,84.8,954641.12,3493.09
Ariyalur,Carrot,84.8,1322590.0,3678.11
Ariyalur,Carrot,84.8,1365549.44,4503.46
Ariyalur,Carrot,84.8,1949883.52,4502.0
Ariyalur,Carrot,84.8,2010575.76,4261.13
Ariyalur,Carrot,84.8,2786632.32,3634.55
Ariyalur,Carrot,84.8,2229202.24,3483.39
Ariyalur,Cashewnuts,70.4,2683006.8,2255.77
Ariyalur,Cashewnuts,70.4,605854.8,2260.0
Ariyalur,Cashewnuts,71.3,198276.0,3187.8
Ariyalur,Cashewnuts,71.3,398668.8,3675.0
Ariyalur,Cashewnuts,72.1,198549.6,3330.0
Ariyalur,Cashewnuts,72.1,405364.8,3525.0
Ariyalur,Cashewnuts,72.9,349449.6,3759.0
Ariyalur,Cashewnuts,73.7,174865.2,3750.0
Ariyalur,Cashewnuts,73.7,522738.0,3600.0
Ariyalur,Cashewnuts,73.7,1870334.4,3771.82
Ariyalur,Cashewnuts,74.5,2027736.0,3855.0
Ariyalur,Cashewnuts,74.5,332536.8,781.5
Ariyalur,Cashewnuts,74.5,2908077.6,3926.47
Ariyalur,Cashewnuts,74.5,1524409.2,3900.0
Ariyalur,Cashewnuts,74.5,3727485.6,3900.0
Ariyalur,Cashewnuts,74.5,2564460.0,3900.0
Ariyalur,Cashewnuts,74.5,1358745.6,4957.5
Ariyalur,Cashewnuts,74.5,3504295.2,4912.5
Ariyalur,Cashewnuts,74.5,3319346.4,5002.1
Ariyalur,Cashewnuts,74.5,3700665.6,4948.64
Ariyalur,Cashewnuts,75.6,2745627.6,4512.35
Ariyalur,Cashewnuts,75.6,163878.0,4920.0
Ariyalur,Cashewnuts,75.6,1481673.6,3682.07
Ariyalur,Cashewnuts,75.6,3648760.8,4453.64
Ariyalur,Cashewnuts,75.6,3317034.0,4929.3
Ariyalur,Cashewnuts,75.6,3505194.0,4912.72
Ariyalur,Cashewnuts,75.6,3499344.0,4894.28
Ariyalur,Cashewnuts,75.6,3025288.8,5096.66
Ariyalur,Cashewnuts,75.6,3326917.2,5100.0
Ariyalur,Cashewnuts,75.6,2964504.0,5120.12
Ariyalur,Cashewnuts,76.8,1701168.0,5274.0
Ariyalur,Cashewnuts,76.8,3567733.2,5328.57
Ariyalur,Cashewnuts,76.8,3079933.2,5316.67
Ariyalur,Cashewnuts,76.8,3452185.2,5385.0
Ariyalur,Cashewnuts,76.8,4185446.4,5577.5
Ariyalur,Cashewnuts,76.8,4206931.2,5226.25
Ariyalur,Cashewnuts,76.8,3858547.2,5026.36
Ariyalur,Cashewnuts,76.8,3528793.2,5007.0
Ariyalur,Cashewnuts,76.8,4078095.6,5162.61
Ariyalur,Cashewnuts,76.8,4016454.0,6098.18
Ariyalur,Cashewnuts,76.8,4141437.6,5564.35
Ariyalur,Cashewnuts,76.8,3417565.2,4875.79
Ariyalur,Cashewnuts,77.9,3415048.8,5096.84
Ariyalur,Cashewnuts,77.9,3594874.8,5220.0
Ariyalur,Cashewnuts,77.9,3939669.6,5263.64
Ariyalur,Cashewnuts,77.9,3066175.2,5322.35
Ariyalur,Cashewnuts,77.9,3624175.2,5484.0
Ariyalur,Cashewnuts,77.9,3652384.8,5589.0
Ariyalur,Cashewnuts,77.9,3503266.8,5782.1
Ariyalur,Cashewnuts,77.9,3368599.2,5800.0
Ariyalur,Cashewnuts,77.9,3558174.0,6151.58
Ariyalur,Cashewnuts,77.9,3460838.4,6740.0
Ariyalur,Cashewnuts,77.9,3808254.0,6108.0
Ariyalur,Cashewnuts,77.9,3879044.4,5845.5
Ariyalur,Cashewnuts,78.7,3492447.84,6368.33
Ariyalur,Cashewnuts,78.7,401583.72,6180.0
Ariyalur,Cashewnuts,78.7,411859.92,6330.0
Ariyalur,Cashewnuts,78.7,4075442.4,6463.5
Ariyalur,Cashewnuts,78.7,2454887.16,6630.0
Ariyalur,Cashewnuts,78.7,3915431.16,7002.63
Ariyalur,Cashewnuts,78.7,3113186.4,7174.0
Ariyalur,Cashewnuts,78.7,3366641.76,6766.13
Ariyalur,Cashewnuts,79.5,2795229.12,5814.64
Ariyalur,Cashewnuts,79.5,3457766.28,5610.88
Ariyalur,Cashewnuts,79.5,4455585.96,4847.05
Ariyalur,Cashewnuts,79.5,3413218.08,3732.35
Ariyalur,Cashewnuts,79.5,4893320.16,5283.13
Ariyalur,Cashewnuts,79.5,4136614.32,5289.42
Ariyalur,Cashewnuts,79.5,3923109.6,5619.1
Ariyalur,Cashewnuts,79.5,3964976.88,6148.1
Ariyalur,Cashewnuts,79.5,4742636.52,5988.6
Ariyalur,Cashewnuts,79.5,4131819.0,6103.57
Ariyalur,Cashewnuts,80.3,3653697.84,6023.68
Ariyalur,Cashewnuts,80.3,3835275.6,6150.0
Ariyalur,Cashewnuts,80.3,4069997.28,6287.57
Ariyalur,Cashewnuts,80.3,3713643.24,6319.83
Ariyalur,Cashewnuts,80.3,4142993.4,6355.43
Ariyalur,Cashewnuts,80.3,4786956.72,6100.03
Ariyalur,Cashewnuts,80.3,5357758.32,5669.44
Ariyalur,Cashewnuts,80.3,4060876.8,5450.64
Ariyalur,Cashewnuts,80.3,5273747.76,5544.23
Ariyalur,Cashewnuts,80.3,4890794.4,5621.87
Ariyalur,Cashewnuts,80.3,4419007.44,5751.14
Ariyalur,Cashewnuts,80.3,5144102.4,5982.69
Ariyalur,Cashewnuts,81.1,2931478.2,6050.0
Ariyalur,Cashewnuts,81.1,4100794.92,6235.8
Ariyalur,Cashewnuts,81.1,4604667.96,6629.38
Ariyalur,Cashewnuts,81.1,3861872.16,6568.42
Ariyalur,Cashewnuts,81.1,4104076.8,5958.75
Ariyalur,Cashewnuts,81.1,4784811.6,5823.91
Ariyalur,Cashewnuts,81.1,4350941.28,5821.43
Ariyalur,Cashewnuts,81.1,4507380.6,6167.05
Ariyalur,Cashewnuts,81.1,4234907.88,6557.14
Ariyalur,Cashewnuts,81.1,3602435.4,6875.83
Ariyalur,Cashewnuts,81.1,4134455.64,6854.29
Ariyalur,Cashewnuts,81.1,4365715.92,6904.09
Ariyalur,Cashewnuts,82.0,3336756.6,6957.35
Ariyalur,Cashewnuts,82.0,3968628.24,6810.0
Ariyalur,Cashewnuts,82.0,5071851.96,6715.8
Ariyalur,Cashewnuts,82.0,3927744.24,6844.73
Ariyalur,Cashewnuts,82.0,4508283.12,6353.18
Ariyalur,Cashewnuts,82.0,4569248.04,6289.09
Ariyalur,Cashewnuts,82.0,4366632.96,6325.0
Ariyalur,Cashewnuts,82.0,3925584.6,6247.1
Ariyalur,Cashewnuts,82.0,3063896.28,6253.0
Ariyalur,Cashewnuts,82.0,1408793.64,6079.28
Ariyalur,Cashewnuts,82.0,3535977.24,5902.5
Ariyalur,Cashewnuts,82.0,3511752.48,5920.84
Ariyalur,Cashewnuts,82.9,3564624.24,5850.0
Ariyalur,Cashewnuts,82.9,3371169.72,5770.59
Ariyalur,Cashewnuts,82.9,996131.64,5760.0
Ariyalur,Cashewnuts,82.9,200180.04,5520.0
Ariyalur,Cashewnuts,82.9,799127.52,4680.0
Ariyalur,Cashewnuts,82.9,793255.2,4732.5
Ariyalur,Cashewnuts,82.9,197178.36,4500.0
Ariyalur,Cashewnuts,82.9,780280.08,4889.85
Ariyalur,Cashewnuts,82.9,790628.64,4768.5
Ariyalur,Cashewnuts,82.9,396380.28,4831.8
Ariyalur,Cashewnuts,83.9,196404.0,6404.4
Ariyalur,Castor Seed,70.4,5124.16,1326.0
Ariyalur,Castor Seed,70.4,5300.96,1494.6
Ariyalur,Castor Seed,70.4,21329.32,1523.83
Ariyalur,Castor Seed,70.4,13678.4,1622.55
Ariyalur,Castor Seed,71.3,16266.4,2299.2
Ariyalur,Castor Seed,71.3,14477.88,1805.4
Ariyalur,Castor Seed,71.3,17546.44,1864.5
Ariyalur,Castor Seed,71.3,5729.6,1869.6
Ariyalur,Castor Seed,71.3,5873.04,1626.6
Ariyalur,Castor Seed,72.1,22932.92,2010.15
Ariyalur,Castor Seed,72.1,10550.16,2280.0
Ariyalur,Castor Seed,72.1,58743.0,2234.6
Ariyalur,Castor Seed,72.1,63493.16,2359.29
Ariyalur,Castor Seed,72.1,61540.36,2271.17
Ariyalur,Castor Seed,72.1,45410.04,2390.45
Ariyalur,Castor Seed,72.1,34278.12,2394.4
Ariyalur,Castor Seed,72.1,19077.48,2481.0
Ariyalur,Castor Seed,72.1,28187.52,2433.07
Ariyalur,Castor Seed,72.1,21997.4,2295.24
Ariyalur,Castor Seed,72.1,10022.16,2260.5
Ariyalur,Castor Seed,72.1,15133.56,1942.0
Ariyalur,Castor Seed,72.9,4811.32,1800.0
Ariyalur,Castor Seed,72.9,2298.04,1824.6
Ariyalur,Castor Seed,72.9,13933.44,2024.1
Ariyalur,Castor Seed,72.9,21948.32,2172.67
Ariyalur,Castor Seed,72.9,15567.68,2042.04
Ariyalur,Castor Seed,72.9,15525.08,1911.75
Ariyalur,Castor Seed,72.9,21040.4,1934.4
Ariyalur,Castor Seed,72.9,4238.44,1920.0
Ariyalur,Castor Seed,73.7,16002.92,1965.75
Ariyalur,Castor Seed,73.7,30961.28,2208.75
Ariyalur,Castor Seed,73.7,36572.0,1957.68
Ariyalur,Castor Seed,73.7,44505.84,1975.06
Ariyalur,Castor Seed,73.7,32344.32,1891.55
Ariyalur,Castor Seed,73.7,30556.16,1950.45
Ariyalur,Castor Seed,73.7,18313.12,1951.28
Ariyalur,Castor Seed,73.7,12343.44,1768.8
Ariyalur,Castor Seed,73.7,16840.16,1840.08
Ariyalur,Castor Seed,73.7,7874.96,1923.0
Ariyalur,Castor Seed,73.7,4276.28,1920.0
Ariyalur,Castor Seed,73.7,12976.68,1982.4
Ariyalur,Castor Seed,74.5,7913.68,2055.0
Ariyalur,Castor Seed,74.5,28530.28,2130.23
Ariyalur,Castor Seed,74.5,35928.2,2160.0
Ariyalur,Castor Seed,74.5,39352.64,2066.0
Ariyalur,Castor Seed,74.5,35462.16,2121.85
Ariyalur,Castor Seed,74.5,25871.28,2119.4
Ariyalur,Castor Seed,74.5,19238.52,2254.0
Ariyalur,Castor Seed,74.5,22168.04,2260.4
Ariyalur,Castor Seed,74.5,27511.4,2085.0
Ariyalur,Castor Seed,74.5,5215.24,1680.0
