District,Commodity,YM,Year,Population_million,Production_Tonnes
Tuticorin,Green Gram,2007-10,2007,68.5,56267.1
Tuticorin,Green Gram,2007-11,2007,68.5,50491.8
Tuticorin,Green Gram,2007-12,2007,68.5,60278.4
Tuticorin,Green Gram,2008-01,2008,69.2,50516.1
Tuticorin,Green Gram,2008-02,2008,69.2,36304.5
Tuticorin,Green Gram,2008-03,2008,69.2,40399.8
Tuticorin,Green Gram,2008-04,2008,69.2,14643.0
Tuticorin,Green Gram,2008-06,2008,69.2,27309.9
Tuticorin,Green Gram,2008-07,2008,69.2,28599.6
Tuticorin,Green Gram,2008-08,2008,69.2,35023.2
Tuticorin,Green Gram,2008-09,2008,69.2,28133.4
Tuticorin,Green Gram,2008-10,2008,69.2,47950.8
Tuticorin,Green Gram,2008-11,2008,69.2,51252.0
Tuticorin,Green Gram,2008-12,2008,69.2,58054.5
Tuticorin,Green Gram,2009-01,2009,70.4,50008.5
Tuticorin,Green Gram,2009-02,2009,70.4,28308.0
Tuticorin,Green Gram,2009-03,2009,70.4,18552.9
Tuticorin,Green Gram,2009-04,2009,70.4,17095.5
Tuticorin,Green Gram,2009-05,2009,70.4,17714.4
Tuticorin,Green Gram,2009-06,2009,70.4,9206.4
Tuticorin,Green Gram,2009-07,2009,70.4,25527.9
Tuticorin,Green Gram,2009-08,2009,70.4,28650.3
Tuticorin,Green Gram,2009-09,2009,70.4,22134.0
Tuticorin,Green Gram,2009-10,2009,70.4,14528.7
Tuticorin,Green Gram,2009-11,2009,70.4,45459.0
Tuticorin,Green Gram,2009-12,2009,70.4,49226.4
Tuticorin,Green Gram,2010-01,2010,71.3,30961.8
Tuticorin,Green Gram,2010-02,2010,71.3,37158.9
Tuticorin,Green Gram,2010-03,2010,71.3,16349.7
Tuticorin,Green Gram,2010-04,2010,71.3,14897.7
Tuticorin,Green Gram,2010-05,2010,71.3,20737.5
Tuticorin,Green Gram,2010-06,2010,71.3,23820.9
Tuticorin,Green Gram,2010-07,2010,71.3,34561.8
Tuticorin,Green Gram,2010-08,2010,71.3,34736.4
Tuticorin,Green Gram,2010-09,2010,71.3,37763.4
Tuticorin,Green Gram,2010-10,2010,71.3,44912.4
Tuticorin,Green Gram,2010-11,2010,71.3,53003.7
Tuticorin,Green Gram,2010-12,2010,71.3,58143.6
Tuticorin,Green Gram,2011-01,2011,72.1,51740.1
Tuticorin,Green Gram,2011-02,2011,72.1,31770.6
Tuticorin,Green Gram,2011-03,2011,72.1,15550.5
Tuticorin,Green Gram,2011-04,2011,72.1,16773.6
Tuticorin,Green Gram,2011-05,2011,72.1,18944.4
Tuticorin,Green Gram,2011-06,2011,72.1,21258.0
Tuticorin,Green Gram,2011-07,2011,72.1,28565.7
Tuticorin,Green Gram,2011-08,2011,72.1,31234.8
Tuticorin,Green Gram,2011-09,2011,72.1,22979.4
Tuticorin,Green Gram,2011-10,2011,72.1,29355.9
Tuticorin,Green Gram,2011-11,2011,72.1,22085.7
Tuticorin,Green Gram,2011-12,2011,72.1,30916.5
Tuticorin,Green Gram,2012-01,2012,72.9,39423.3
Tuticorin,Green Gram,2012-02,2012,72.9,23517.9
Tuticorin,Green Gram,2012-03,2012,72.9,15498.0
Tuticorin,Green Gram,2012-04,2012,72.9,12805.5
Tuticorin,Green Gram,2012-05,2012,72.9,17466.9
Tuticorin,Green Gram,2012-06,2012,72.9,20279.4
Tuticorin,Green Gram,2012-07,2012,72.9,19948.5
Tuticorin,Green Gram,2012-08,2012,72.9,20218.5
Tuticorin,Green Gram,2012-09,2012,72.9,29003.4
Tuticorin,Green Gram,2012-10,2012,72.9,38612.7
Tuticorin,Green Gram,2012-11,2012,72.9,40787.4
Tuticorin,Green Gram,2012-12,2012,72.9,37779.6
Tuticorin,Green Gram,2013-01,2013,73.7,29071.2
Tuticorin,Green Gram,2013-02,2013,73.7,18064.2
Tuticorin,Green Gram,2013-03,2013,73.7,19280.4
Tuticorin,Green Gram,2013-04,2013,73.7,20072.4
Tuticorin,Green Gram,2013-05,2013,73.7,21623.4
Tuticorin,Green Gram,2013-06,2013,73.7,23168.7
Tuticorin,Green Gram,2013-07,2013,73.7,25355.4
Tuticorin,Green Gram,2013-08,2013,73.7,29950.8
Tuticorin,Green Gram,2013-09,2013,73.7,35422.8
Tuticorin,Green Gram,2013-10,2013,73.7,44105.4
Tuticorin,Green Gram,2013-11,2013,73.7,44297.1
Tuticorin,Green Gram,2013-12,2013,73.7,40418.4
Tuticorin,Green Gram,2014-01,2014,74.5,32847.3
Tuticorin,Green Gram,2014-02,2014,74.5,24898.5
Tuticorin,Green Gram,2014-03,2014,74.5,18183.3
Tuticorin,Green Gram,2014-04,2014,74.5,15754.8
Tuticorin,Green Gram,2014-05,2014,74.5,26283.6
Tuticorin,Green Gram,2014-06,2014,74.5,28010.4
Tuticorin,Green Gram,2014-07,2014,74.5,33532.2
Tuticorin,Green Gram,2014-08,2014,74.5,33712.5
Tuticorin,Green Gram,2014-09,2014,74.5,33539.4
Tuticorin,Green Gram,2014-10,2014,74.5,46965.6
Tuticorin,Green Gram,2014-11,2014,74.5,53084.7
Tuticorin,Green Gram,2014-12,2014,74.5,50244.6
Tuticorin,Green Gram,2015-01,2015,75.6,35006.4
Tuticorin,Green Gram,2015-02,2015,75.6,26355.9
Tuticorin,Green Gram,2015-03,2015,75.6,23306.7
Tuticorin,Green Gram,2015-04,2015,75.6,27572.1
Tuticorin,Green Gram,2015-05,2015,75.6,37088.4
Tuticorin,Green Gram,2015-06,2015,75.6,40760.7
Tuticorin,Green Gram,2015-07,2015,75.6,42843.9
Tuticorin,Green Gram,2015-08,2015,75.6,39629.7
Tuticorin,Green Gram,2015-09,2015,75.6,38831.4
Tuticorin,Green Gram,2015-10,2015,75.6,47030.7
Tuticorin,Green Gram,2015-11,2015,75.6,73094.4
Tuticorin,Green Gram,2015-12,2015,75.6,83125.8
Tuticorin,Green Gram,2016-01,2016,76.8,74139.3
Tuticorin,Green Gram,2016-02,2016,76.8,47781.9
Tuticorin,Green Gram,2016-03,2016,76.8,29663.7
Tuticorin,Green Gram,2016-04,2016,76.8,23439.6
Tuticorin,Green Gram,2016-05,2016,76.8,29281.2
Tuticorin,Green Gram,2016-06,2016,76.8,34075.8
Tuticorin,Green Gram,2016-07,2016,76.8,32811.6
Tuticorin,Green Gram,2016-08,2016,76.8,36277.8
Tuticorin,Green Gram,2016-09,2016,76.8,38565.6
Tuticorin,Green Gram,2016-10,2016,76.8,55811.1
Tuticorin,Green Gram,2016-11,2016,76.8,58150.2
Tuticorin,Green Gram,2016-12,2016,76.8,64687.8
Tuticorin,Green Gram,2017-01,2017,77.9,46977.0
Tuticorin,Green Gram,2017-02,2017,77.9,31424.7
Tuticorin,Green Gram,2017-03,2017,77.9,24738.9
Tuticorin,Green Gram,2017-04,2017,77.9,21941.4
Tuticorin,Green Gram,2017-05,2017,77.9,16914.6
Tuticorin,Green Gram,2017-06,2017,77.9,28470.9
Tuticorin,Green Gram,2017-07,2017,77.9,39408.0
Tuticorin,Green Gram,2017-08,2017,77.9,37549.8
Tuticorin,Green Gram,2017-09,2017,77.9,45283.2
Tuticorin,Green Gram,2017-10,2017,77.9,47922.6
Tuticorin,Green Gram,2017-11,2017,77.9,47290.2
Tuticorin,Green Gram,2017-12,2017,77.9,50605.8
Tuticorin,Green Gram,2018-01,2018,78.7,45536.76
Tuticorin,Green Gram,2018-02,2018,78.7,35110.92
Tuticorin,Green Gram,2018-03,2018,78.7,30438.15
Tuticorin,Green Gram,2018-04,2018,78.7,34162.38
Tuticorin,Green Gram,2018-05,2018,78.7,32613.27
Tuticorin,Green Gram,2018-06,2018,78.7,26189.85
Tuticorin,Green Gram,2018-07,2018,78.7,32003.16
Tuticorin,Green Gram,2018-08,2018,78.7,27393.03
Tuticorin,Green Gram,2018-09,2018,78.7,27970.11
Tuticorin,Green Peas,2024-06,2024,83.9,6502.41
Tuticorin,Green Peas,2025-02,2025,84.8,17712.99
Tuticorin,Green Peas,2025-03,2025,84.8,45597.54
Tuticorin,Green Peas,2025-04,2025,84.8,43416.66
Tuticorin,Green Peas,2025-05,2025,84.8,15779.28
Tuticorin,Green Peas,2025-06,2025,84.8,10559.22
Tuticorin,Green Peas,2025-07,2025,84.8,7035.48
Tuticorin,Green Peas,2025-10,2025,84.8,9530.52
Tuticorin,Green Peas,2025-11,2025,84.8,24802.2
Tuticorin,Green Peas,2025-12,2025,84.8,18282.24
Tuticorin,Ground Nut,2006-08,2006,67.3,6698.4
Tuticorin,Ground Nut,2006-09,2006,67.3,11879.32
Tuticorin,Ground Nut,2006-10,2006,67.3,30347.64
Tuticorin,Ground Nut,2006-11,2006,67.3,45015.74
Tuticorin,Ground Nut,2006-12,2006,67.3,42723.66
Tuticorin,Ground Nut,2007-01,2007,68.5,45846.48
Tuticorin,Ground Nut,2007-02,2007,68.5,19469.12
Tuticorin,Ground Nut,2007-03,2007,68.5,26365.88
Tuticorin,Ground Nut,2007-04,2007,68.5,18411.34
Tuticorin,Ground Nut,2007-05,2007,68.5,22851.68
Tuticorin,Ground Nut,2007-06,2007,68.5,23480.74
Tuticorin,Ground Nut,2007-07,2007,68.5,25283.72
Tuticorin,Ground Nut,2007-08,2007,68.5,37115.36
Tuticorin,Ground Nut,2007-09,2007,68.5,16630.9
Tuticorin,Ground Nut,2007-10,2007,68.5,52703.14
Tuticorin,Ground Nut,2007-11,2007,68.5,50285.76
Tuticorin,Ground Nut,2007-12,2007,68.5,57119.62
Tuticorin,Ground Nut,2008-01,2008,69.2,51234.62
Tuticorin,Ground Nut,2008-02,2008,69.2,47128.1
Tuticorin,Ground Nut,2008-03,2008,69.2,44723.72
Tuticorin,Ground Nut,2008-04,2008,69.2,18078.06
Tuticorin,Ground Nut,2008-06,2008,69.2,27873.12
Tuticorin,Ground Nut,2008-07,2008,69.2,35693.06
Tuticorin,Ground Nut,2008-08,2008,69.2,35233.26
Tuticorin,Ground Nut,2008-09,2008,69.2,26043.9
Tuticorin,Ground Nut,2008-10,2008,69.2,44284.6
Tuticorin,Ground Nut,2008-11,2008,69.2,46411.4
Tuticorin,Ground Nut,2008-12,2008,69.2,57772.8
Tuticorin,Ground Nut,2009-01,2009,70.4,54271.62
Tuticorin,Ground Nut,2009-02,2009,70.4,38098.04
Tuticorin,Ground Nut,2009-03,2009,70.4,37595.38
Tuticorin,Ground Nut,2009-04,2009,70.4,23746.8
Tuticorin,Ground Nut,2009-05,2009,70.4,15961.72
Tuticorin,Ground Nut,2009-06,2009,70.4,8524.54
Tuticorin,Ground Nut,2009-07,2009,70.4,25761.26
Tuticorin,Ground Nut,2009-08,2009,70.4,29349.02
Tuticorin,Ground Nut,2009-09,2009,70.4,22598.68
Tuticorin,Ground Nut,2009-10,2009,70.4,13456.62
Tuticorin,Ground Nut,2009-11,2009,70.4,38647.6
Tuticorin,Ground Nut,2009-12,2009,70.4,47454.78
Tuticorin,Ground Nut,2010-01,2010,71.3,30884.64
Tuticorin,Ground Nut,2010-02,2010,71.3,40856.88
Tuticorin,Ground Nut,2010-03,2010,71.3,29655.86
Tuticorin,Ground Nut,2010-04,2010,71.3,25306.4
Tuticorin,Ground Nut,2010-05,2010,71.3,21422.3
Tuticorin,Ground Nut,2010-06,2010,71.3,20104.58
Tuticorin,Ground Nut,2010-07,2010,71.3,30150.94
Tuticorin,Ground Nut,2010-08,2010,71.3,32247.18
Tuticorin,Ground Nut,2010-09,2010,71.3,38464.94
Tuticorin,Ground Nut,2010-10,2010,71.3,44175.82
Tuticorin,Ground Nut,2010-11,2010,71.3,48573.8
Tuticorin,Ground Nut,2010-12,2010,71.3,54374.88
Tuticorin,Ground Nut,2011-01,2011,72.1,52145.3
Tuticorin,Ground Nut,2011-02,2011,72.1,33906.24
Tuticorin,Ground Nut,2011-03,2011,72.1,30530.68
Tuticorin,Ground Nut,2011-04,2011,72.1,25995.84
Tuticorin,Ground Nut,2011-05,2011,72.1,18973.0
Tuticorin,Ground Nut,2011-06,2011,72.1,19405.3
Tuticorin,Ground Nut,2011-07,2011,72.1,26413.56
Tuticorin,Ground Nut,2011-08,2011,72.1,31258.28
Tuticorin,Ground Nut,2011-09,2011,72.1,22929.12
Tuticorin,Ground Nut,2011-10,2011,72.1,26773.28
Tuticorin,Ground Nut,2011-11,2011,72.1,18349.74
Tuticorin,Ground Nut,2011-12,2011,72.1,30554.3
Tuticorin,Ground Nut,2012-01,2012,72.9,22718.64
Tuticorin,Ground Nut,2012-05,2012,72.9,1445.2
Tuticorin,Ground Nut,2012-06,2012,72.9,18693.64
Tuticorin,Ground Nut,2012-07,2012,72.9,17585.46
Tuticorin,Ground Nut,2012-08,2012,72.9,18411.2
Tuticorin,Ground Nut,2012-09,2012,72.9,26827.68
Tuticorin,Ground Nut,2012-10,2012,72.9,32602.44
Tuticorin,Ground Nut,2012-11,2012,72.9,38448.2
Tuticorin,Ground Nut,2012-12,2012,72.9,40398.3
Tuticorin,Ground Nut,2013-01,2013,73.7,34432.44
Tuticorin,Ground Nut,2013-02,2013,73.7,31476.3
Tuticorin,Ground Nut,2013-03,2013,73.7,25100.28
Tuticorin,Ground Nut,2013-04,2013,73.7,20500.3
Tuticorin,Ground Nut,2013-05,2013,73.7,21464.12
Tuticorin,Ground Nut,2013-06,2013,73.7,23227.52
Tuticorin,Ground Nut,2013-07,2013,73.7,25377.04
Tuticorin,Ground Nut,2013-08,2013,73.7,29476.08
Tuticorin,Ground Nut,2013-09,2013,73.7,33510.76
Tuticorin,Ground Nut,2013-10,2013,73.7,41358.4
Tuticorin,Ground Nut,2013-11,2013,73.7,41864.16
Tuticorin,Ground Nut,2013-12,2013,73.7,42414.6
Tuticorin,Ground Nut,2014-01,2014,74.5,39410.18
Tuticorin,Ground Nut,2014-02,2014,74.5,33329.16
Tuticorin,Ground Nut,2014-03,2014,74.5,26975.34
Tuticorin,Ground Nut,2014-04,2014,74.5,20980.34
Tuticorin,Ground Nut,2014-05,2014,74.5,25059.92
Tuticorin,Ground Nut,2014-06,2014,74.5,25042.08
Tuticorin,Ground Nut,2014-07,2014,74.5,29573.22
Tuticorin,Ground Nut,2014-08,2014,74.5,35778.76
Tuticorin,Ground Nut,2014-09,2014,74.5,24298.72
Tuticorin,Ground Nut,2024-09,2024,83.9,1452.85
Tuticorin,Guava,2024-06,2024,83.9,1558646.18
Tuticorin,Guava,2024-07,2024,83.9,4629803.12
Tuticorin,Guava,2024-08,2024,83.9,7529806.76
Tuticorin,Guava,2024-09,2024,83.9,7175649.92
Tuticorin,Guava,2024-10,2024,83.9,4510224.48
Tuticorin,Guava,2024-11,2024,83.9,5884311.0
Tuticorin,Guava,2024-12,2024,83.9,6847050.54
Tuticorin,Guava,2025-01,2025,84.8,7298065.44
Tuticorin,Guava,2025-02,2025,84.8,6791393.36
Tuticorin,Guava,2025-03,2025,84.8,7085715.36
Tuticorin,Guava,2025-04,2025,84.8,6849059.2
Tuticorin,Guava,2025-05,2025,84.8,3353666.08
Tuticorin,Guava,2025-06,2025,84.8,3060726.46
Tuticorin,Guava,2025-07,2025,84.8,4240410.98
Tuticorin,Guava,2025-08,2025,84.8,5700300.04
Tuticorin,Guava,2025-09,2025,84.8,6620676.24
Tuticorin,Guava,2025-10,2025,84.8,5805314.86
Tuticorin,Guava,2025-11,2025,84.8,7920038.56
Tuticorin,Guava,2025-12,2025,84.8,14207691.84
Tuticorin,Horse Gram,2015-02,2015,75.6,2218.8
Tuticorin,Indian Gooseberry,2024-06,2024,83.9,2097082.0
Tuticorin,Indian Gooseberry,2024-07,2024,83.9,5221397.68
Tuticorin,Indian Gooseberry,2024-08,2024,83.9,5057701.3
Tuticorin,Indian Gooseberry,2024-09,2024,83.9,4883033.7
Tuticorin,Indian Gooseberry,2024-10,2024,83.9,4233260.72
Tuticorin,Indian Gooseberry,2024-11,2024,83.9,4675865.32
Tuticorin,Indian Gooseberry,2024-12,2024,83.9,4798499.64
Tuticorin,Indian Gooseberry,2025-01,2025,84.8,4825887.78
Tuticorin,Indian Gooseberry,2025-02,2025,84.8,4491986.18
Tuticorin,Indian Gooseberry,2025-03,2025,84.8,4639146.82
Tuticorin,Indian Gooseberry,2025-04,2025,84.8,4725422.48
Tuticorin,Indian Gooseberry,2025-05,2025,84.8,4697949.06
Tuticorin,Indian Gooseberry,2025-06,2025,84.8,4357890.92
Tuticorin,Indian Gooseberry,2025-07,2025,84.8,4225408.06
Tuticorin,Indian Gooseberry,2025-08,2025,84.8,4204383.94
Tuticorin,Indian Gooseberry,2025-09,2025,84.8,4763646.38
Tuticorin,Indian Gooseberry,2025-10,2025,84.8,4058206.76
Tuticorin,Indian Gooseberry,2025-11,2025,84.8,5593780.06
Tuticorin,Indian Gooseberry,2025-12,2025,84.8,4885477.18
Tuticorin,Ivy Gourd,2024-06,2024,83.9,366641.72
Tuticorin,Ivy Gourd,2024-07,2024,83.9,929603.56
Tuticorin,Ivy Gourd,2024-08,2024,83.9,705352.6
Tuticorin,Ivy Gourd,2024-09,2024,83.9,695729.52
Tuticorin,Ivy Gourd,2024-10,2024,83.9,731565.88
Tuticorin,Ivy Gourd,2024-11,2024,83.9,678118.6
Tuticorin,Ivy Gourd,2024-12,2024,83.9,583556.32
Tuticorin,Ivy Gourd,2025-01,2025,84.8,688895.76
Tuticorin,Ivy Gourd,2025-02,2025,84.8,642606.16
Tuticorin,Ivy Gourd,2025-03,2025,84.8,876001.92
Tuticorin,Ivy Gourd,2025-04,2025,84.8,1125853.28
Tuticorin,Ivy Gourd,2025-05,2025,84.8,1022961.6
Tuticorin,Ivy Gourd,2025-06,2025,84.8,940616.56
Tuticorin,Ivy Gourd,2025-07,2025,84.8,1081377.28
Tuticorin,Ivy Gourd,2025-08,2025,84.8,1011610.24
Tuticorin,Ivy Gourd,2025-09,2025,84.8,1235962.16
Tuticorin,Ivy Gourd,2025-10,2025,84.8,1256076.16
Tuticorin,Ivy Gourd,2025-11,2025,84.8,1884922.96
Tuticorin,Ivy Gourd,2025-12,2025,84.8,1633211.28
Tuticorin,Jack Fruit,2024-06,2024,83.9,2613899.86
Tuticorin,Jack Fruit,2024-07,2024,83.9,6535423.16
Tuticorin,Jack Fruit,2024-08,2024,83.9,6278511.14
Tuticorin,Jack Fruit,2025-03,2025,84.8,2979717.6
Tuticorin,Jack Fruit,2025-04,2025,84.8,5955403.12
Tuticorin,Jack Fruit,2025-05,2025,84.8,5955218.52
Tuticorin,Jack Fruit,2025-06,2025,84.8,5535321.56
Tuticorin,Jack Fruit,2025-07,2025,84.8,5373674.84
Tuticorin,Jack Fruit,2025-08,2025,84.8,4160530.46
Tuticorin,Kakada,2025-01,2025,84.8,15941.84
Tuticorin,Karamani,2024-06,2024,83.9,18762.9
Tuticorin,Karamani,2024-07,2024,83.9,58501.71
Tuticorin,Karamani,2024-08,2024,83.9,51831.03
Tuticorin,Karamani,2024-09,2024,83.9,54508.5
Tuticorin,Karamani,2024-10,2024,83.9,53906.67
Tuticorin,Karamani,2024-11,2024,83.9,50550.51
Tuticorin,Karamani,2024-12,2024,83.9,50457.66
Tuticorin,Karamani,2025-01,2025,84.8,51600.6
Tuticorin,Karamani,2025-02,2025,84.8,42267.66
Tuticorin,Karamani,2025-03,2025,84.8,42086.64
Tuticorin,Karamani,2025-04,2025,84.8,39163.26
Tuticorin,Karamani,2025-05,2025,84.8,9806.88
Tuticorin,Karamani,2025-06,2025,84.8,2524.68
Tuticorin,Karamani,2025-10,2025,84.8,2231.55
Tuticorin,Karamani,2025-12,2025,84.8,4318.8
Tuticorin,Ladies Finger,2024-06,2024,83.9,229783.84
Tuticorin,Ladies Finger,2024-07,2024,83.9,761685.6
Tuticorin,Ladies Finger,2024-08,2024,83.9,629778.32
Tuticorin,Ladies Finger,2024-09,2024,83.9,748005.12
Tuticorin,Ladies Finger,2024-10,2024,83.9,762568.08
Tuticorin,Ladies Finger,2024-11,2024,83.9,616298.88
Tuticorin,Ladies Finger,2024-12,2024,83.9,594889.12
Tuticorin,Ladies Finger,2025-01,2025,84.8,613336.96
Tuticorin,Ladies Finger,2025-02,2025,84.8,512006.88
Tuticorin,Ladies Finger,2025-03,2025,84.8,495151.68
Tuticorin,Ladies Finger,2025-04,2025,84.8,424268.0
Tuticorin,Ladies Finger,2025-05,2025,84.8,365321.28
Tuticorin,Ladies Finger,2025-06,2025,84.8,385537.6
Tuticorin,Ladies Finger,2025-07,2025,84.8,581228.64
Tuticorin,Ladies Finger,2025-08,2025,84.8,586249.6
Tuticorin,Ladies Finger,2025-09,2025,84.8,755318.88
Tuticorin,Ladies Finger,2025-10,2025,84.8,789878.44
Tuticorin,Ladies Finger,2025-11,2025,84.8,1047464.48
Tuticorin,Ladies Finger,2025-12,2025,84.8,943134.72
Tuticorin,Lemon,2024-06,2024,83.9,3117292.36
Tuticorin,Lemon,2024-07,2024,83.9,7812603.52
Tuticorin,Lemon,2024-08,2024,83.9,7529806.76
Tuticorin,Lemon,2024-09,2024,83.9,7422876.08
Tuticorin,Lemon,2024-10,2024,83.9,7395283.08
Tuticorin,Lemon,2024-11,2024,83.9,7270975.8
Tuticorin,Lemon,2024-12,2024,83.9,6847050.54
Tuticorin,Lemon,2025-01,2025,84.8,7424143.84
Tuticorin,Lemon,2025-02,2025,84.8,6791393.36
Tuticorin,Lemon,2025-03,2025,84.8,7085715.36
Tuticorin,Lemon,2025-04,2025,84.8,6849059.2
Tuticorin,Lemon,2025-05,2025,84.8,6707332.16
Tuticorin,Lemon,2025-06,2025,84.8,6121452.92
Tuticorin,Lemon,2025-07,2025,84.8,5905955.08
Tuticorin,Lemon,2025-08,2025,84.8,5592132.0
Tuticorin,Lemon,2025-09,2025,84.8,6620676.24
Tuticorin,Lemon,2025-10,2025,84.8,5805314.86
Tuticorin,Lemon,2025-11,2025,84.8,7802617.64
Tuticorin,Lemon,2025-12,2025,84.8,7221114.48
Tuticorin,Lime,2024-06,2024,83.9,3117292.36
Tuticorin,Lime,2024-07,2024,83.9,7692707.66
Tuticorin,Lime,2024-08,2024,83.9,7529806.76
Tuticorin,Lime,2024-09,2024,83.9,7422876.08
Tuticorin,Lime,2024-10,2024,83.9,7145149.08
Tuticorin,Lime,2024-11,2024,83.9,7270975.8
Tuticorin,Lime,2024-12,2024,83.9,6847050.54
Tuticorin,Lime,2025-01,2025,84.8,7171987.04
Tuticorin,Lime,2025-02,2025,84.8,6791393.36
Tuticorin,Lime,2025-03,2025,84.8,7085715.36
Tuticorin,Lime,2025-04,2025,84.8,6849059.2
Tuticorin,Lime,2025-05,2025,84.8,6707332.16
Tuticorin,Lime,2025-06,2025,84.8,6121452.92
Tuticorin,Lime,2025-07,2025,84.8,5905955.08
Tuticorin,Lime,2025-08,2025,84.8,5916636.12
Tuticorin,Lime,2025-09,2025,84.8,6620676.24
Tuticorin,Lime,2025-10,2025,84.8,5805314.86
Tuticorin,Lime,2025-11,2025,84.8,7920038.56
Tuticorin,Lime,2025-12,2025,84.8,7103845.92
Tuticorin,Maize,2006-06,2006,67.3,4886.67
Tuticorin,Maize,2006-08,2006,67.3,27833.35
Tuticorin,Maize,2006-09,2006,67.3,77901.29
Tuticorin,Maize,2006-10,2006,67.3,157022.56
Tuticorin,Maize,2006-11,2006,67.3,234397.99
Tuticorin,Maize,2006-12,2006,67.3,223423.82
Tuticorin,Maize,2007-01,2007,68.5,233442.58
Tuticorin,Maize,2007-02,2007,68.5,118842.13
Tuticorin,Maize,2007-03,2007,68.5,137800.5
Tuticorin,Maize,2007-04,2007,68.5,77356.74
Tuticorin,Maize,2007-05,2007,68.5,104834.26
Tuticorin,Maize,2007-06,2007,68.5,113370.5
Tuticorin,Maize,2007-07,2007,68.5,125779.24
Tuticorin,Maize,2007-08,2007,68.5,196568.84
Tuticorin,Maize,2007-09,2007,68.5,84665.87
Tuticorin,Maize,2007-10,2007,68.5,272727.59
Tuticorin,Maize,2007-11,2007,68.5,258643.0
Tuticorin,Maize,2007-12,2007,68.5,306548.42
Tuticorin,Maize,2008-01,2008,69.2,267923.42
Tuticorin,Maize,2008-02,2008,69.2,237453.0
Tuticorin,Maize,2008-03,2008,69.2,220529.67
Tuticorin,Maize,2008-04,2008,69.2,95247.54
Tuticorin,Maize,2008-06,2008,69.2,140555.49
Tuticorin,Maize,2008-07,2008,69.2,168253.0
Tuticorin,Maize,2008-08,2008,69.2,165194.67
Tuticorin,Maize,2008-09,2008,69.2,136498.4
Tuticorin,Maize,2008-10,2008,69.2,226228.0
Tuticorin,Maize,2008-11,2008,69.2,231627.98
Tuticorin,Maize,2008-12,2008,69.2,299283.0
Tuticorin,Maize,2009-01,2009,70.4,275335.92
Tuticorin,Maize,2009-02,2009,70.4,195633.4
Tuticorin,Maize,2009-03,2009,70.4,166477.16
Tuticorin,Maize,2009-04,2009,70.4,83945.07
Tuticorin,Maize,2009-05,2009,70.4,77462.56
Tuticorin,Maize,2009-06,2009,70.4,41347.53
Tuticorin,Maize,2009-07,2009,70.4,125933.0
Tuticorin,Maize,2009-08,2009,70.4,143750.5
Tuticorin,Maize,2009-09,2009,70.4,109708.39
Tuticorin,Maize,2009-10,2009,70.4,64952.95
Tuticorin,Maize,2009-11,2009,70.4,202857.15
Tuticorin,Maize,2009-12,2009,70.4,247242.16
Tuticorin,Maize,2010-01,2010,71.3,158211.72
Tuticorin,Maize,2010-02,2010,71.3,203495.08
Tuticorin,Maize,2010-03,2010,71.3,162212.57
Tuticorin,Maize,2010-04,2010,71.3,97613.83
Tuticorin,Maize,2010-05,2010,71.3,92461.33
Tuticorin,Maize,2010-06,2010,71.3,101814.24
Tuticorin,Maize,2010-07,2010,71.3,150278.84
Tuticorin,Maize,2010-08,2010,71.3,163871.33
Tuticorin,Maize,2010-09,2010,71.3,195123.0
Tuticorin,Maize,2010-10,2010,71.3,221893.42
Tuticorin,Maize,2010-11,2010,71.3,253511.74
Tuticorin,Maize,2010-12,2010,71.3,282679.66
Tuticorin,Maize,2011-01,2011,72.1,268537.58
Tuticorin,Maize,2011-02,2011,72.1,169727.14
Tuticorin,Maize,2011-03,2011,72.1,148385.06
Tuticorin,Maize,2011-04,2011,72.1,103420.9
Tuticorin,Maize,2011-05,2011,72.1,82933.4
Tuticorin,Maize,2011-06,2011,72.1,89665.48
Tuticorin,Maize,2011-07,2011,72.1,119000.91
Tuticorin,Maize,2011-08,2011,72.1,162813.0
Tuticorin,Maize,2011-09,2011,72.1,109380.89
Tuticorin,Maize,2011-10,2011,72.1,138026.72
Tuticorin,Maize,2011-11,2011,72.1,104629.2
Tuticorin,Maize,2011-12,2011,72.1,157027.55
Tuticorin,Maize,2012-01,2012,72.9,190798.82
Tuticorin,Maize,2012-02,2012,72.9,162075.9
Tuticorin,Maize,2012-03,2012,72.9,140941.75
Tuticorin,Maize,2012-04,2012,72.9,65402.15
Tuticorin,Maize,2012-05,2012,72.9,76009.66
Tuticorin,Maize,2012-06,2012,72.9,87277.58
Tuticorin,Maize,2012-07,2012,72.9,88562.57
Tuticorin,Maize,2012-08,2012,72.9,96725.06
Tuticorin,Maize,2012-09,2012,72.9,137775.91
Tuticorin,Maize,2012-10,2012,72.9,182766.74
Tuticorin,Maize,2012-11,2012,72.9,205455.08
Tuticorin,Maize,2012-12,2012,72.9,196580.08
Tuticorin,Maize,2013-01,2013,73.7,174603.0
Tuticorin,Maize,2013-02,2013,73.7,152777.58
Tuticorin,Maize,2013-03,2013,73.7,98905.92
Tuticorin,Maize,2013-04,2013,73.7,91283.42
Tuticorin,Maize,2013-05,2013,73.7,100365.92
Tuticorin,Maize,2013-06,2013,73.7,107657.58
Tuticorin,Maize,2013-07,2013,73.7,124433.84
Tuticorin,Maize,2013-08,2013,73.7,144155.92
Tuticorin,Maize,2013-09,2013,73.7,168941.75
