District,Commodity,YM,Year,Population_million,Production_Tonnes
Ariyalur,Amaranthus,2024-06,2024,83.9,1090269.68
Ariyalur,Amaranthus,2024-07,2024,83.9,1032485.44
Ariyalur,Amaranthus,2024-08,2024,83.9,1030900.96
Ariyalur,Amaranthus,2024-09,2024,83.9,1189078.08
Ariyalur,Amaranthus,2024-10,2024,83.9,1031089.12
Ariyalur,Amaranthus,2024-11,2024,83.9,886594.56
Ariyalur,Amaranthus,2024-12,2024,83.9,760164.32
Ariyalur,Amaranthus,2025-01,2025,84.8,881268.48
Ariyalur,Amaranthus,2025-02,2025,84.8,782104.08
Ariyalur,Amaranthus,2025-03,2025,84.8,642553.92
Ariyalur,Amaranthus,2025-04,2025,84.8,389748.64
Ariyalur,Amaranthus,2025-05,2025,84.8,532676.08
Ariyalur,Amaranthus,2025-06,2025,84.8,608043.52
Ariyalur,Amaranthus,2025-07,2025,84.8,950750.72
Ariyalur,Amaranthus,2025-08,2025,84.8,875294.08
Ariyalur,Amaranthus,2025-09,2025,84.8,1162351.04
Ariyalur,Amaranthus,2025-10,2025,84.8,1141797.84
Ariyalur,Amaranthus,2025-11,2025,84.8,195200.0
Ariyalur,Ash Gourd,2024-10,2024,83.9,500994.0
Ariyalur,Ash Gourd,2024-11,2024,83.9,101069.6
Ariyalur,Ash Gourd,2024-12,2024,83.9,38010.08
Ariyalur,Ash Gourd,2025-03,2025,84.8,95023.36
Ariyalur,Ash Gourd,2025-04,2025,84.8,377201.12
Ariyalur,Ash Gourd,2025-05,2025,84.8,913466.24
Ariyalur,Ash Gourd,2025-06,2025,84.8,808742.4
Ariyalur,Ash Gourd,2025-07,2025,84.8,1037599.2
Ariyalur,Ash Gourd,2025-08,2025,84.8,736290.16
Ariyalur,Ash Gourd,2025-09,2025,84.8,1016546.88
Ariyalur,Ash Gourd,2025-10,2025,84.8,1075016.8
Ariyalur,Ash Gourd,2025-11,2025,84.8,1505569.44
Ariyalur,Ash Gourd,2025-12,2025,84.8,1212488.16
Ariyalur,Avarai,2024-06,2024,83.9,63695.44
Ariyalur,Avarai,2024-07,2024,83.9,194434.8
Ariyalur,Avarai,2024-08,2024,83.9,919072.96
Ariyalur,Avarai,2024-09,2024,83.9,1029392.88
Ariyalur,Avarai,2024-10,2024,83.9,1062177.04
Ariyalur,Avarai,2024-11,2024,83.9,1329336.32
Ariyalur,Avarai,2024-12,2024,83.9,1441352.64
Ariyalur,Avarai,2025-01,2025,84.8,1652229.12
Ariyalur,Avarai,2025-02,2025,84.8,1307714.24
Ariyalur,Avarai,2025-03,2025,84.8,1222308.16
Ariyalur,Avarai,2025-04,2025,84.8,1140888.64
Ariyalur,Avarai,2025-05,2025,84.8,1094885.76
Ariyalur,Avarai,2025-06,2025,84.8,917772.8
Ariyalur,Avarai,2025-07,2025,84.8,1272259.6
Ariyalur,Avarai,2025-08,2025,84.8,1356091.2
Ariyalur,Avarai,2025-09,2025,84.8,1807531.52
Ariyalur,Avarai,2025-10,2025,84.8,1968386.24
Ariyalur,Avarai,2025-11,2025,84.8,2567748.32
Ariyalur,Avarai,2025-12,2025,84.8,2120432.4
Ariyalur,Banana,2024-06,2024,83.9,2292256.72
Ariyalur,Banana,2024-07,2024,83.9,5998020.8
Ariyalur,Banana,2024-08,2024,83.9,5825496.64
Ariyalur,Banana,2024-09,2024,83.9,5937767.12
Ariyalur,Banana,2024-10,2024,83.9,6070256.48
Ariyalur,Banana,2024-11,2024,83.9,5652110.0
Ariyalur,Banana,2024-12,2024,83.9,6147213.68
Ariyalur,Banana,2025-01,2025,84.8,6786141.16
Ariyalur,Banana,2025-02,2025,84.8,7973633.36
Ariyalur,Banana,2025-03,2025,84.8,8097717.04
Ariyalur,Banana,2025-04,2025,84.8,7822342.2
Ariyalur,Banana,2025-05,2025,84.8,10316056.0
Ariyalur,Banana,2025-06,2025,84.8,9731305.44
Ariyalur,Banana,2025-07,2025,84.8,9568611.12
Ariyalur,Banana,2025-08,2025,84.8,9217661.24
Ariyalur,Banana,2025-09,2025,84.8,10960736.8
Ariyalur,Banana,2025-10,2025,84.8,7919430.72
Ariyalur,Banana,2025-11,2025,84.8,9822211.64
Ariyalur,Banana,2025-12,2025,84.8,8936539.68
Ariyalur,Beans,2009-02,2009,70.4,24464.0
Ariyalur,Beans,2024-06,2024,83.9,70314.08
Ariyalur,Beans,2024-07,2024,83.9,1507055.76
Ariyalur,Beans,2024-08,2024,83.9,1259556.64
Ariyalur,Beans,2024-09,2024,83.9,1496010.24
Ariyalur,Beans,2024-10,2024,83.9,1293184.64
Ariyalur,Beans,2024-11,2024,83.9,1156190.88
Ariyalur,Beans,2024-12,2024,83.9,1266596.16
Ariyalur,Beans,2025-01,2025,84.8,1249090.56
Ariyalur,Beans,2025-02,2025,84.8,1024013.76
Ariyalur,Beans,2025-03,2025,84.8,990303.36
Ariyalur,Beans,2025-04,2025,84.8,848536.0
Ariyalur,Beans,2025-05,2025,84.8,730642.56
Ariyalur,Beans,2025-06,2025,84.8,771075.2
Ariyalur,Beans,2025-07,2025,84.8,1096523.36
Ariyalur,Beans,2025-08,2025,84.8,1172499.2
Ariyalur,Beans,2025-09,2025,84.8,1510637.76
Ariyalur,Beans,2025-10,2025,84.8,1680423.68
Ariyalur,Beans,2025-11,2025,84.8,2002489.68
Ariyalur,Beans,2025-12,2025,84.8,1854060.64
Ariyalur,Beetroot,2024-06,2024,83.9,492629.28
Ariyalur,Beetroot,2024-07,2024,83.9,1623256.0
Ariyalur,Beetroot,2024-08,2024,83.9,688507.2
Ariyalur,Beetroot,2024-09,2024,83.9,1512187.76
Ariyalur,Beetroot,2024-10,2024,83.9,1755557.76
Ariyalur,Beetroot,2024-11,2024,83.9,1214406.8
Ariyalur,Beetroot,2024-12,2024,83.9,1287342.24
Ariyalur,Beetroot,2025-01,2025,84.8,1316751.36
Ariyalur,Beetroot,2025-02,2025,84.8,1061735.36
Ariyalur,Beetroot,2025-03,2025,84.8,1050930.56
Ariyalur,Beetroot,2025-04,2025,84.8,919301.44
Ariyalur,Beetroot,2025-05,2025,84.8,772249.92
Ariyalur,Beetroot,2025-06,2025,84.8,785573.36
Ariyalur,Beetroot,2025-07,2025,84.8,1192048.0
Ariyalur,Beetroot,2025-08,2025,84.8,1221385.28
Ariyalur,Beetroot,2025-09,2025,84.8,1611486.08
Ariyalur,Beetroot,2025-10,2025,84.8,1772111.68
Ariyalur,Beetroot,2025-11,2025,84.8,2134324.16
Ariyalur,Beetroot,2025-12,2025,84.8,1990336.64
Ariyalur,Bengal Gram,2016-04,2016,76.8,6229.2
Ariyalur,Betal Leaves,2025-09,2025,84.8,4243.94
Ariyalur,Bitter Gourd,2024-08,2024,83.9,153083.28
Ariyalur,Bitter Gourd,2024-09,2024,83.9,668324.4
Ariyalur,Bitter Gourd,2024-10,2024,83.9,931278.64
Ariyalur,Bitter Gourd,2024-11,2024,83.9,711939.2
Ariyalur,Bitter Gourd,2024-12,2024,83.9,702388.32
Ariyalur,Bitter Gourd,2025-01,2025,84.8,723894.56
Ariyalur,Bitter Gourd,2025-02,2025,84.8,587396.32
Ariyalur,Bitter Gourd,2025-03,2025,84.8,569617.28
Ariyalur,Bitter Gourd,2025-04,2025,84.8,595213.92
Ariyalur,Bitter Gourd,2025-05,2025,84.8,926972.16
Ariyalur,Bitter Gourd,2025-06,2025,84.8,858132.8
Ariyalur,Bitter Gourd,2025-07,2025,84.8,1221347.92
Ariyalur,Bitter Gourd,2025-08,2025,84.8,1268226.64
Ariyalur,Bitter Gourd,2025-09,2025,84.8,1718538.88
Ariyalur,Bitter Gourd,2025-10,2025,84.8,1775813.04
Ariyalur,Bitter Gourd,2025-11,2025,84.8,2362971.76
Ariyalur,Bitter Gourd,2025-12,2025,84.8,2043813.12
Ariyalur,Black Gram,2009-02,2009,70.4,3489.0
Ariyalur,Black Gram,2009-08,2009,70.4,5589.6
Ariyalur,Black Gram,2010-09,2010,71.3,3542.4
Ariyalur,Black Gram,2010-10,2010,71.3,4011.0
Ariyalur,Black Gram,2010-11,2010,71.3,14999.4
Ariyalur,Black Gram,2010-12,2010,71.3,22983.0
Ariyalur,Black Gram,2011-01,2011,72.1,56787.0
Ariyalur,Black Gram,2011-02,2011,72.1,34181.4
Ariyalur,Black Gram,2011-03,2011,72.1,23504.4
Ariyalur,Black Gram,2011-04,2011,72.1,6867.0
Ariyalur,Black Gram,2011-05,2011,72.1,10950.0
Ariyalur,Black Gram,2011-06,2011,72.1,9732.0
Ariyalur,Black Gram,2011-07,2011,72.1,21715.2
Ariyalur,Black Gram,2011-08,2011,72.1,9672.0
Ariyalur,Black Gram,2011-09,2011,72.1,15886.8
Ariyalur,Black Gram,2011-10,2011,72.1,12500.4
Ariyalur,Black Gram,2011-11,2011,72.1,25824.0
Ariyalur,Black Gram,2011-12,2011,72.1,23187.0
Ariyalur,Black Gram,2012-01,2012,72.9,21453.0
Ariyalur,Black Gram,2012-02,2012,72.9,4199.4
Ariyalur,Black Gram,2012-07,2012,72.9,6822.0
Ariyalur,Black Gram,2012-08,2012,72.9,5511.0
Ariyalur,Black Gram,2012-09,2012,72.9,15289.2
Ariyalur,Black Gram,2012-10,2012,72.9,4137.6
Ariyalur,Black Gram,2012-11,2012,72.9,8251.2
Ariyalur,Black Gram,2012-12,2012,72.9,7243.2
Ariyalur,Black Gram,2013-01,2013,73.7,6757.2
Ariyalur,Black Gram,2013-02,2013,73.7,3819.6
Ariyalur,Black Gram,2013-03,2013,73.7,3645.6
Ariyalur,Black Gram,2013-04,2013,73.7,3805.2
Ariyalur,Black Gram,2013-06,2013,73.7,2231.4
Ariyalur,Black Gram,2013-07,2013,73.7,2307.6
Ariyalur,Black Gram,2013-08,2013,73.7,5700.0
Ariyalur,Black Gram,2013-09,2013,73.7,3279.0
Ariyalur,Black Gram,2013-11,2013,73.7,8529.0
Ariyalur,Black Gram,2013-12,2013,73.7,7582.8
Ariyalur,Black Gram,2014-01,2014,74.5,13300.2
Ariyalur,Black Gram,2014-02,2014,74.5,14422.2
Ariyalur,Black Gram,2014-03,2014,74.5,12140.4
Ariyalur,Black Gram,2014-04,2014,74.5,5176.8
Ariyalur,Black Gram,2014-05,2014,74.5,8532.6
Ariyalur,Black Gram,2014-06,2014,74.5,2569.8
Ariyalur,Black Gram,2014-07,2014,74.5,5698.2
Ariyalur,Black Gram,2014-08,2014,74.5,6962.4
Ariyalur,Black Gram,2014-09,2014,74.5,13794.6
Ariyalur,Black Gram,2014-10,2014,74.5,4466.4
Ariyalur,Black Gram,2014-12,2014,74.5,9741.0
Ariyalur,Black Gram,2015-01,2015,75.6,17082.0
Ariyalur,Black Gram,2015-02,2015,75.6,27756.6
Ariyalur,Black Gram,2015-03,2015,75.6,18787.8
Ariyalur,Black Gram,2015-04,2015,75.6,16307.4
Ariyalur,Black Gram,2015-05,2015,75.6,11334.6
Ariyalur,Black Gram,2015-06,2015,75.6,3181.8
Ariyalur,Black Gram,2015-07,2015,75.6,6755.4
Ariyalur,Black Gram,2015-08,2015,75.6,10101.0
Ariyalur,Black Gram,2015-10,2015,75.6,10834.2
Ariyalur,Black Gram,2015-11,2015,75.6,11269.8
Ariyalur,Black Gram,2015-12,2015,75.6,5931.6
Ariyalur,Black Gram,2016-01,2016,76.8,16183.8
Ariyalur,Black Gram,2016-02,2016,76.8,59961.6
Ariyalur,Black Gram,2016-03,2016,76.8,15049.8
Ariyalur,Black Gram,2016-04,2016,76.8,19894.8
Ariyalur,Black Gram,2016-05,2016,76.8,24870.0
Ariyalur,Black Gram,2016-06,2016,76.8,16106.4
Ariyalur,Black Gram,2016-07,2016,76.8,16650.0
Ariyalur,Black Gram,2016-08,2016,76.8,8774.4
Ariyalur,Black Gram,2016-09,2016,76.8,2838.0
Ariyalur,Black Gram,2016-10,2016,76.8,12619.8
Ariyalur,Black Gram,2016-11,2016,76.8,22614.0
Ariyalur,Black Gram,2016-12,2016,76.8,9714.6
Ariyalur,Black Gram,2017-03,2017,77.9,21634.8
Ariyalur,Black Gram,2017-04,2017,77.9,15637.2
Ariyalur,Black Gram,2017-05,2017,77.9,6129.6
Ariyalur,Black Gram,2017-06,2017,77.9,2531.4
Ariyalur,Black Gram,2017-07,2017,77.9,6214.8
Ariyalur,Black Gram,2017-08,2017,77.9,3495.0
Ariyalur,Black Gram,2017-10,2017,77.9,5175.6
Ariyalur,Black Gram,2017-12,2017,77.9,5130.6
Ariyalur,Black Gram,2018-01,2018,78.7,15621.84
Ariyalur,Black Gram,2018-03,2018,78.7,3691.02
Ariyalur,Black Gram,2018-04,2018,78.7,3681.0
Ariyalur,Black Gram,2018-12,2018,78.7,3727.86
Ariyalur,Black Gram,2019-01,2019,79.5,13913.58
Ariyalur,Black Gram,2019-02,2019,79.5,5131.8
Ariyalur,Black Gram,2019-05,2019,79.5,2629.32
Ariyalur,Black Gram,2019-08,2019,79.5,3889.5
Ariyalur,Black Gram,2020-01,2020,80.3,24416.16
Ariyalur,Black Gram,2020-02,2020,80.3,15990.12
Ariyalur,Black Gram,2020-03,2020,80.3,3037.02
Ariyalur,Black Gram,2020-09,2020,80.3,7961.4
Ariyalur,Black Gram,2020-10,2020,80.3,3708.42
Ariyalur,Black Gram,2020-12,2020,80.3,3510.18
Ariyalur,Black Gram,2021-02,2021,81.1,8628.48
Ariyalur,Black Gram,2021-04,2021,81.1,3262.68
Ariyalur,Black Gram,2021-05,2021,81.1,3822.72
Ariyalur,Black Gram,2021-06,2021,81.1,4205.58
Ariyalur,Black Gram,2021-07,2021,81.1,7909.2
Ariyalur,Black Gram,2021-11,2021,81.1,5709.0
Ariyalur,Black Gram,2021-12,2021,81.1,3626.04
Ariyalur,Black Gram,2022-01,2022,82.0,12164.76
Ariyalur,Black Gram,2022-02,2022,82.0,5206.02
Ariyalur,Black Gram,2022-03,2022,82.0,9870.96
Ariyalur,Black Gram,2022-04,2022,82.0,47278.68
Ariyalur,Black Gram,2022-05,2022,82.0,42590.88
Ariyalur,Black Gram,2022-06,2022,82.0,27003.6
Ariyalur,Black Gram,2022-07,2022,82.0,24040.44
Ariyalur,Black Gram,2022-09,2022,82.0,3120.24
Ariyalur,Black Gram,2022-10,2022,82.0,3372.78
Ariyalur,Black Gram,2023-01,2023,82.9,11624.58
Ariyalur,Black Gram,2023-02,2023,82.9,8820.18
Ariyalur,Black Gram,2023-03,2023,82.9,44506.44
Ariyalur,Black Gram,2023-04,2023,82.9,42730.38
Ariyalur,Black Gram,2023-05,2023,82.9,16916.34
Ariyalur,Black Gram,2023-07,2023,82.9,6532.44
Ariyalur,Black Gram,2023-08,2023,82.9,17650.26
Ariyalur,Black Gram,2023-09,2023,82.9,20472.18
Ariyalur,Black Gram,2023-10,2023,82.9,14684.34
Ariyalur,Black Gram,2023-11,2023,82.9,3604.62
Ariyalur,Black Gram,2024-02,2024,83.9,4209.96
Ariyalur,Black Gram,2024-04,2024,83.9,14460.96
Ariyalur,Black Gram,2024-05,2024,83.9,36220.08
Ariyalur,Black Gram,2024-06,2024,83.9,12118.68
Ariyalur,Black Gram,2024-07,2024,83.9,3915.18
Ariyalur,Black Gram,2024-08,2024,83.9,3114.54
Ariyalur,Bottle Gourd,2024-06,2024,83.9,513281.6
Ariyalur,Bottle Gourd,2024-07,2024,83.9,1723263.84
Ariyalur,Bottle Gourd,2024-08,2024,83.9,1466756.08
Ariyalur,Bottle Gourd,2024-09,2024,83.9,1602984.0
Ariyalur,Bottle Gourd,2024-10,2024,83.9,1830957.68
Ariyalur,Bottle Gourd,2024-11,2024,83.9,1355267.44
Ariyalur,Bottle Gourd,2024-12,2024,83.9,1428264.64
Ariyalur,Bottle Gourd,2025-01,2025,84.8,1494422.4
Ariyalur,Bottle Gourd,2025-02,2025,84.8,1174792.64
Ariyalur,Bottle Gourd,2025-03,2025,84.8,1139234.56
Ariyalur,Bottle Gourd,2025-04,2025,84.8,1030095.04
Ariyalur,Bottle Gourd,2025-05,2025,84.8,926972.16
Ariyalur,Bottle Gourd,2025-06,2025,84.8,843071.12
Ariyalur,Bottle Gourd,2025-07,2025,84.8,1221347.92
Ariyalur,Bottle Gourd,2025-08,2025,84.8,1269900.48
Ariyalur,Bottle Gourd,2025-09,2025,84.8,1658583.2
Ariyalur,Bottle Gourd,2025-10,2025,84.8,1850404.88
Ariyalur,Bottle Gourd,2025-11,2025,84.8,2405387.2
Ariyalur,Bottle Gourd,2025-12,2025,84.8,2078821.44
Ariyalur,Brinjal,2024-06,2024,83.9,881119.2
Ariyalur,Brinjal,2024-07,2024,83.9,2382573.44
Ariyalur,Brinjal,2024-08,2024,83.9,2271531.68
Ariyalur,Brinjal,2024-09,2024,83.9,2426571.68
Ariyalur,Brinjal,2024-10,2024,83.9,2415765.28
Ariyalur,Brinjal,2024-11,2024,83.9,2135203.84
Ariyalur,Brinjal,2024-12,2024,83.9,2405547.04
Ariyalur,Brinjal,2025-01,2025,84.8,2316359.2
Ariyalur,Brinjal,2025-02,2025,84.8,1997698.08
Ariyalur,Brinjal,2025-03,2025,84.8,1887917.76
Ariyalur,Brinjal,2025-04,2025,84.8,1641983.68
Ariyalur,Brinjal,2025-05,2025,84.8,1678253.76
Ariyalur,Brinjal,2025-06,2025,84.8,1543277.12
Ariyalur,Brinjal,2025-07,2025,84.8,1668560.96
Ariyalur,Brinjal,2025-08,2025,84.8,1633082.72
Ariyalur,Brinjal,2025-09,2025,84.8,2229607.36
Ariyalur,Brinjal,2025-10,2025,84.8,2432423.92
Ariyalur,Brinjal,2025-11,2025,84.8,3348399.68
Ariyalur,Brinjal,2025-12,2025,84.8,3016077.44
Ariyalur,Cabbage,2024-06,2024,83.9,629518.24
Ariyalur,Cabbage,2024-07,2024,83.9,2008080.0
Ariyalur,Cabbage,2024-08,2024,83.9,1964515.12
Ariyalur,Cabbage,2024-09,2024,83.9,1928192.32
Ariyalur,Cabbage,2024-10,2024,83.9,2082951.84
Ariyalur,Cabbage,2024-11,2024,83.9,1936592.0
Ariyalur,Cabbage,2024-12,2024,83.9,1831521.76
Ariyalur,Cabbage,2025-01,2025,84.8,1936590.08
Ariyalur,Cabbage,2025-02,2025,84.8,1582508.48
Ariyalur,Cabbage,2025-03,2025,84.8,1445933.76
Ariyalur,Cabbage,2025-04,2025,84.8,1339986.24
Ariyalur,Cabbage,2025-05,2025,84.8,1366113.6
Ariyalur,Cabbage,2025-06,2025,84.8,1124527.04
Ariyalur,Cabbage,2025-07,2025,84.8,1355775.36
Ariyalur,Cabbage,2025-08,2025,84.8,1472580.32
Ariyalur,Cabbage,2025-09,2025,84.8,2067102.08
Ariyalur,Cabbage,2025-10,2025,84.8,2106851.92
Ariyalur,Cabbage,2025-11,2025,84.8,3011138.88
Ariyalur,Cabbage,2025-12,2025,84.8,2424976.32
Ariyalur,Carrot,2024-06,2024,83.9,613918.24
Ariyalur,Carrot,2024-07,2024,83.9,1488683.68
Ariyalur,Carrot,2024-08,2024,83.9,264100.72
Ariyalur,Carrot,2024-09,2024,83.9,877543.2
Ariyalur,Carrot,2024-10,2024,83.9,1003366.64
Ariyalur,Carrot,2024-11,2024,83.9,906485.6
Ariyalur,Carrot,2024-12,2024,83.9,824316.32
Ariyalur,Carrot,2025-01,2025,84.8,880501.28
Ariyalur,Carrot,2025-02,2025,84.8,720317.92
Ariyalur,Carrot,2025-03,2025,84.8,655306.08
Ariyalur,Carrot,2025-04,2025,84.8,730705.92
Ariyalur,Carrot,2025-05,2025,84.8,1262799.36
Ariyalur,Carrot,2025-06,2025,84.8,954641.12
Ariyalur,Carrot,2025-07,2025,84.8,1322590.0
Ariyalur,Carrot,2025-08,2025,84.8,1365549.44
Ariyalur,Carrot,2025-09,2025,84.8,1949883.52
Ariyalur,Carrot,2025-10,2025,84.8,2010575.76
Ariyalur,Carrot,2025-11,2025,84.8,2786632.32
Ariyalur,Carrot,2025-12,2025,84.8,2229202.24
Ariyalur,Cashewnuts,2009-07,2009,70.4,2683006.8
Ariyalur,Cashewnuts,2009-12,2009,70.4,605854.8
Ariyalur,Cashewnuts,2010-09,2010,71.3,198276.0
Ariyalur,Cashewnuts,2010-12,2010,71.3,398668.8
Ariyalur,Cashewnuts,2011-01,2011,72.1,198549.6
Ariyalur,Cashewnuts,2011-12,2011,72.1,405364.8
Ariyalur,Cashewnuts,2012-12,2012,72.9,349449.6
Ariyalur,Cashewnuts,2013-01,2013,73.7,174865.2
Ariyalur,Cashewnuts,2013-05,2013,73.7,522738.0
Ariyalur,Cashewnuts,2013-12,2013,73.7,1870334.4
Ariyalur,Cashewnuts,2014-01,2014,74.5,2027736.0
Ariyalur,Cashewnuts,2014-02,2014,74.5,332536.8
Ariyalur,Cashewnuts,2014-05,2014,74.5,2908077.6
Ariyalur,Cashewnuts,2014-06,2014,74.5,1524409.2
Ariyalur,Cashewnuts,2014-07,2014,74.5,3727485.6
Ariyalur,Cashewnuts,2014-08,2014,74.5,2564460.0
Ariyalur,Cashewnuts,2014-09,2014,74.5,1358745.6
Ariyalur,Cashewnuts,2014-10,2014,74.5,3504295.2
Ariyalur,Cashewnuts,2014-11,2014,74.5,3319346.4
Ariyalur,Cashewnuts,2014-12,2014,74.5,3700665.6
Ariyalur,Cashewnuts,2015-01,2015,75.6,2745627.6
Ariyalur,Cashewnuts,2015-04,2015,75.6,163878.0
Ariyalur,Cashewnuts,2015-05,2015,75.6,1481673.6
Ariyalur,Cashewnuts,2015-06,2015,75.6,3648760.8
Ariyalur,Cashewnuts,2015-07,2015,75.6,3317034.0
Ariyalur,Cashewnuts,2015-08,2015,75.6,3505194.0
Ariyalur,Cashewnuts,2015-09,2015,75.6,3499344.0
Ariyalur,Cashewnuts,2015-10,2015,75.6,3025288.8
Ariyalur,Cashewnuts,2015-11,2015,75.6,3326917.2
Ariyalur,Cashewnuts,2015-12,2015,75.6,2964504.0
Ariyalur,Cashewnuts,2016-01,2016,76.8,1701168.0
Ariyalur,Cashewnuts,2016-02,2016,76.8,3567733.2
Ariyalur,Cashewnuts,2016-03,2016,76.8,3079933.2
Ariyalur,Cashewnuts,2016-04,2016,76.8,3452185.2
Ariyalur,Cashewnuts,2016-05,2016,76.8,4185446.4
Ariyalur,Cashewnuts,2016-06,2016,76.8,4206931.2
Ariyalur,Cashewnuts,2016-07,2016,76.8,3858547.2
Ariyalur,Cashewnuts,2016-08,2016,76.8,3528793.2
Ariyalur,Cashewnuts,2016-09,2016,76.8,4078095.6
Ariyalur,Cashewnuts,2016-10,2016,76.8,4016454.0
Ariyalur,Cashewnuts,2016-11,2016,76.8,4141437.6
Ariyalur,Cashewnuts,2016-12,2016,76.8,3417565.2
Ariyalur,Cashewnuts,2017-01,2017,77.9,3415048.8
Ariyalur,Cashewnuts,2017-02,2017,77.9,3594874.8
Ariyalur,Cashewnuts,2017-03,2017,77.9,3939669.6
Ariyalur,Cashewnuts,2017-04,2017,77.9,3066175.2
Ariyalur,Cashewnuts,2017-05,2017,77.9,3624175.2
Ariyalur,Cashewnuts,2017-06,2017,77.9,3652384.8
Ariyalur,Cashewnuts,2017-07,2017,77.9,3503266.8
Ariyalur,Cashewnuts,2017-08,2017,77.9,3368599.2
Ariyalur,Cashewnuts,2017-09,2017,77.9,3558174.0
Ariyalur,Cashewnuts,2017-10,2017,77.9,3460838.4
Ariyalur,Cashewnuts,2017-11,2017,77.9,3808254.0
Ariyalur,Cashewnuts,2017-12,2017,77.9,3879044.4
Ariyalur,Cashewnuts,2018-01,2018,78.7,3492447.84
Ariyalur,Cashewnuts,2018-04,2018,78.7,401583.72
Ariyalur,Cashewnuts,2018-05,2018,78.7,411859.92
Ariyalur,Cashewnuts,2018-06,2018,78.7,4075442.4
Ariyalur,Cashewnuts,2018-07,2018,78.7,2454887.16
Ariyalur,Cashewnuts,2018-08,2018,78.7,3915431.16
Ariyalur,Cashewnuts,2018-09,2018,78.7,3113186.4
Ariyalur,Cashewnuts,2018-10,2018,78.7,3366641.76
Ariyalur,Cashewnuts,2019-01,2019,79.5,2795229.12
Ariyalur,Cashewnuts,2019-04,2019,79.5,3457766.28
Ariyalur,Cashewnuts,2019-05,2019,79.5,4455585.96
Ariyalur,Cashewnuts,2019-06,2019,79.5,3413218.08
Ariyalur,Cashewnuts,2019-07,2019,79.5,4893320.16
Ariyalur,Cashewnuts,2019-08,2019,79.5,4136614.32
Ariyalur,Cashewnuts,2019-09,2019,79.5,3923109.6
Ariyalur,Cashewnuts,2019-10,2019,79.5,3964976.88
Ariyalur,Cashewnuts,2019-11,2019,79.5,4742636.52
Ariyalur,Cashewnuts,2019-12,2019,79.5,4131819.0
Ariyalur,Cashewnuts,2020-01,2020,80.3,3653697.84
Ariyalur,Cashewnuts,2020-02,2020,80.3,3835275.6
Ariyalur,Cashewnuts,2020-03,2020,80.3,4069997.28
Ariyalur,Cashewnuts,2020-04,2020,80.3,3713643.24
Ariyalur,Cashewnuts,2020-05,2020,80.3,4142993.4
Ariyalur,Cashewnuts,2020-06,2020,80.3,4786956.72
Ariyalur,Cashewnuts,2020-07,2020,80.3,5357758.32
Ariyalur,Cashewnuts,2020-08,2020,80.3,4060876.8
Ariyalur,Cashewnuts,2020-09,2020,80.3,5273747.76
Ariyalur,Cashewnuts,2020-10,2020,80.3,4890794.4
Ariyalur,Cashewnuts,2020-11,2020,80.3,4419007.44
Ariyalur,Cashewnuts,2020-12,2020,80.3,5144102.4
Ariyalur,Cashewnuts,2021-01,2021,81.1,2931478.2
Ariyalur,Cashewnuts,2021-02,2021,81.1,4100794.92
Ariyalur,Cashewnuts,2021-03,2021,81.1,4604667.96
Ariyalur,Cashewnuts,2021-04,2021,81.1,3861872.16
Ariyalur,Cashewnuts,2021-05,2021,81.1,4104076.8
Ariyalur,Cashewnuts,2021-06,2021,81.1,4784811.6
Ariyalur,Cashewnuts,2021-07,2021,81.1,4350941.28
Ariyalur,Cashewnuts,2021-08,2021,81.1,4507380.6
Ariyalur,Cashewnuts,2021-09,2021,81.1,4234907.88
Ariyalur,Cashewnuts,2021-10,2021,81.1,3602435.4
Ariyalur,Cashewnuts,2021-11,2021,81.1,4134455.64
Ariyalur,Cashewnuts,2021-12,2021,81.1,4365715.92
Ariyalur,Cashewnuts,2022-01,2022,82.0,3336756.6
Ariyalur,Cashewnuts,2022-02,2022,82.0,3968628.24
Ariyalur,Cashewnuts,2022-03,2022,82.0,5071851.96
Ariyalur,Cashewnuts,2022-04,2022,82.0,3927744.24
Ariyalur,Cashewnuts,2022-05,2022,82.0,4508283.12
Ariyalur,Cashewnuts,2022-06,2022,82.0,4569248.04
Ariyalur,Cashewnuts,2022-07,2022,82.0,4366632.96
Ariyalur,Cashewnuts,2022-08,2022,82.0,3925584.6
Ariyalur,Cashewnuts,2022-09,2022,82.0,3063896.28
Ariyalur,Cashewnuts,2022-10,2022,82.0,1408793.64
Ariyalur,Cashewnuts,2022-11,2022,82.0,3535977.24
Ariyalur,Cashewnuts,2022-12,2022,82.0,3511752.48
Ariyalur,Cashewnuts,2023-01,2023,82.9,3564624.24
Ariyalur,Cashewnuts,2023-02,2023,82.9,3371169.72
Ariyalur,Cashewnuts,2023-03,2023,82.9,996131.64
Ariyalur,Cashewnuts,2023-04,2023,82.9,200180.04
Ariyalur,Cashewnuts,2023-05,2023,82.9,799127.52
Ariyalur,Cashewnuts,2023-06,2023,82.9,793255.2
Ariyalur,Cashewnuts,2023-08,2023,82.9,197178.36
Ariyalur,Cashewnuts,2023-09,2023,82.9,780280.08
Ariyalur,Cashewnuts,2023-10,2023,82.9,790628.64
Ariyalur,Cashewnuts,2023-11,2023,82.9,396380.28
Ariyalur,Cashewnuts,2024-06,2024,83.9,196404.0
Ariyalur,Castor Seed,2009-02,2009,70.4,5124.16
Ariyalur,Castor Seed,2009-07,2009,70.4,5300.96
